MId,Home Team,Home Team Goals,Away Team Goals,Away Team,Home Poss,Away Poss,Home ShotsT,Away ShotsT,Home Shots,Away Shots,Home Touches,Away Touches,Home Passes,Away Passes,Home Tackles,Away Tackles,Home Clearances,Away Clearances,Home Corners,Away Corners,Home Offsides,Away Offsides
12318,Chelsea,2,2,West Brom,61.1,38.9,2,6,14,13,719,519,528,317,13,21,34,18,7,7,1,1
12320,Man City,0,0,Everton,55,45,5,2,22,7,745,659,544,468,16,14,15,35,12,5,3,4
12321,Southampton,2,0,Watford,50.6,49.4,7,1,15,4,672,654,458,465,22,11,30,29,8,1,4,3
12322,Stoke,3,1,Norwich,64.4,35.6,4,2,14,5,800,524,621,348,21,10,13,29,7,3,2,1
12323,Swansea,2,4,Sunderland,51.2,48.8,5,4,10,7,617,594,451,430,11,22,10,33,8,6,2,2
12315,Aston Villa,1,0,Crystal Palace,51.3,48.7,3,1,13,9,642,639,434,427,25,10,26,18,9,0,2,5
12316,Bournemouth,1,3,West Ham,48.7,51.3,4,5,11,10,638,646,413,432,18,21,25,20,4,7,0,4
12317,Newcastle,3,3,Man Utd,54.2,45.8,6,4,14,12,725,647,514,432,27,22,14,27,5,3,3,1
12314,Everton,1,1,Spurs,40.8,59.2,3,4,12,19,632,805,406,599,21,18,33,25,4,4,3,1
12313,Crystal Palace,0,3,Chelsea,39.8,60.2,4,4,8,10,571,785,373,593,17,23,19,21,5,7,0,0
12310,Watford,1,2,Man City,48.5,51.5,4,5,12,16,649,676,410,436,18,28,19,40,4,5,0,1
12305,Arsenal,1,0,Newcastle,51,49,3,6,15,15,677,649,468,454,19,20,13,16,7,4,2,0
12306,Leicester,0,0,Bournemouth,53.5,46.5,2,0,16,9,681,642,479,426,18,24,8,45,7,1,0,2
12307,Man Utd,2,1,Swansea,54.7,45.3,6,4,19,9,708,618,515,430,19,16,7,26,4,2,1,1
12308,Norwich,1,0,Southampton,41.6,58.4,1,4,10,10,547,664,356,494,9,19,47,23,4,9,2,2
12309,Sunderland,3,1,Aston Villa,44.9,55.1,5,3,13,8,571,661,381,470,21,14,33,22,3,3,2,2
12311,West Brom,2,1,Stoke,45.7,54.3,5,3,17,10,537,605,360,429,16,13,16,21,4,6,1,1
12312,West Ham,2,0,Liverpool,35.6,64.4,10,2,18,23,527,739,285,501,22,18,54,19,3,9,1,3
12304,Sunderland,0,1,Liverpool,42.3,57.7,3,6,8,17,556,668,326,465,13,16,46,29,6,4,1,0
12303,Leicester,0,0,Man City,39.3,60.7,4,5,11,21,557,743,329,498,14,18,36,35,1,13,2,1
12295,Arsenal,2,0,Bournemouth,51.4,48.6,6,3,12,10,726,696,530,516,18,20,11,27,9,3,1,1
12298,Man Utd,0,0,Chelsea,66.8,33.2,2,3,12,8,802,507,617,312,21,26,10,29,5,3,2,0
12302,West Ham,2,1,Southampton,49.1,50.9,5,3,13,14,640,638,408,409,23,21,41,27,4,7,1,2
12296,Crystal Palace,0,0,Swansea,53.6,46.4,2,3,10,5,611,556,407,373,12,11,14,39,7,4,4,1
12297,Everton,3,4,Stoke,51.3,48.7,3,5,15,8,684,658,481,472,19,21,17,31,6,2,2,5
12299,Norwich,2,0,Aston Villa,48.2,51.8,4,3,9,6,541,595,361,383,20,20,23,30,3,7,2,0
12300,Watford,1,2,Spurs,37.5,62.5,1,3,9,10,521,735,312,525,15,12,22,30,5,3,2,1
12301,West Brom,1,0,Newcastle,51.7,48.3,5,2,22,7,576,549,343,334,20,15,16,47,18,6,2,1
12291,Southampton,4,0,Arsenal,35.2,64.8,5,5,14,8,489,759,312,571,22,11,22,20,3,4,6,1
12290,Newcastle,0,1,Everton,40.9,59.1,1,7,10,20,552,751,365,517,23,18,28,16,3,7,0,3
12285,Aston Villa,1,1,West Ham,59.1,40.9,8,4,15,10,665,527,431,309,18,21,29,48,9,6,3,1
12286,Bournemouth,0,0,Crystal Palace,55.2,44.8,4,1,10,8,691,592,464,369,26,18,37,28,8,9,2,1
12287,Chelsea,2,2,Watford,62.4,37.6,2,2,17,12,730,517,544,327,21,29,12,22,9,4,2,1
12288,Liverpool,1,0,Leicester,64.8,35.2,5,3,26,7,770,517,518,278,18,21,50,47,7,6,5,1
12289,Man City,4,1,Sunderland,66.4,33.6,9,3,19,11,805,476,615,306,15,20,20,24,5,1,3,1
12293,Swansea,1,0,West Brom,55.5,44.5,2,3,7,9,703,586,513,386,15,14,28,10,0,7,1,2
12294,Spurs,3,0,Norwich,59.8,40.2,10,3,15,11,747,564,533,354,18,18,19,31,9,4,3,8
12292,Stoke,2,0,Man Utd,41.5,58.5,3,6,13,11,541,635,334,453,24,16,27,10,1,12,3,1
12284,Arsenal,2,1,Man City,37.3,62.7,5,6,8,20,609,854,386,648,20,19,29,27,4,8,3,1
12282,Swansea,0,0,West Ham,72.7,27.3,2,2,22,11,891,459,678,239,18,13,21,41,8,9,4,2
12283,Watford,3,0,Liverpool,35.1,64.9,5,4,6,12,474,724,268,500,28,19,23,30,7,9,1,10
12278,Newcastle,1,1,Aston Villa,47.2,52.8,4,7,8,10,594,659,370,414,26,22,32,17,3,7,0,0
12275,Chelsea,3,1,Sunderland,67.2,32.8,7,3,17,11,770,476,577,280,17,27,20,32,2,2,0,3
12276,Everton,2,3,Leicester,67.4,32.6,5,5,13,10,754,505,538,272,13,30,21,33,10,2,2,2
12277,Man Utd,1,2,Norwich,69.2,30.8,2,4,11,6,818,499,605,283,17,15,6,69,11,0,2,1
12279,Southampton,0,2,Spurs,51,49,4,5,11,12,607,611,386,383,24,20,14,23,4,7,5,2
12280,Stoke,1,2,Crystal Palace,58.4,41.6,5,3,26,12,673,533,469,342,17,16,17,26,7,3,0,1
12281,West Brom,1,2,Bournemouth,32.6,67.4,2,6,7,16,417,744,257,552,10,12,18,33,4,8,0,3
12274,Leicester,2,1,Chelsea,34.4,65.6,5,4,9,11,489,768,275,522,26,14,33,32,1,8,0,2
12272,Liverpool,2,2,West Brom,70.4,29.6,8,2,28,4,822,457,642,270,17,9,8,41,4,4,1,1
12273,Spurs,1,2,Newcastle,58.3,41.7,8,4,20,8,707,556,477,335,18,25,28,25,6,2,2,4
12271,Aston Villa,0,2,Arsenal,45.8,54.2,2,4,18,8,608,686,427,522,16,18,17,20,5,5,2,5
12265,Bournemouth,2,1,Man Utd,43.5,56.5,5,5,11,11,597,681,370,474,27,23,39,17,5,7,1,2
12266,Crystal Palace,1,0,Southampton,43.8,56.2,5,3,12,15,518,611,296,397,17,14,40,47,8,5,3,0
12267,Man City,2,1,Swansea,53,47,5,7,13,13,732,669,557,492,15,16,24,16,5,5,3,6
12269,Sunderland,0,1,Watford,48.6,51.4,2,8,14,13,624,660,416,465,8,19,28,28,8,3,3,2
12270,West Ham,0,0,Stoke,46.7,53.3,10,3,24,12,571,610,335,397,15,21,35,23,11,7,1,0
12268,Norwich,1,1,Everton,41.3,58.7,2,3,9,15,565,761,401,573,18,11,35,23,5,4,1,1
12264,Everton,1,1,Crystal Palace,62,38,4,5,19,14,762,573,527,331,24,25,24,40,13,6,0,3
12263,Newcastle,2,0,Liverpool,39.8,60.2,1,1,6,10,586,782,389,574,26,26,22,11,2,7,1,2
12256,Chelsea,0,1,Bournemouth,62.9,37.1,6,5,19,15,771,555,524,323,21,19,20,36,11,4,2,1
12255,Arsenal,3,1,Sunderland,72.5,27.5,7,4,16,11,894,443,713,257,20,13,20,34,3,2,1,1
12257,Man Utd,0,0,West Ham,62.6,37.4,1,2,21,9,718,518,496,302,18,27,11,34,6,2,2,1
12258,Southampton,1,1,Aston Villa,63.1,36.9,5,2,23,9,756,531,539,332,25,12,9,34,10,4,3,0
12260,Swansea,0,3,Leicester,59,41,2,5,10,16,783,572,543,386,20,19,31,22,3,8,2,2
12261,Watford,2,0,Norwich,50.4,49.6,7,1,14,7,594,563,385,373,11,9,37,44,4,1,4,5
12262,West Brom,1,1,Spurs,35.4,64.6,4,4,11,9,485,752,286,559,15,15,15,23,3,6,2,1
12259,Stoke,2,0,Man City,46.5,53.5,4,4,7,11,651,664,413,462,17,27,18,7,1,6,3,0
12251,Liverpool,1,0,Swansea,53.7,46.3,2,0,10,9,752,674,534,449,24,22,27,24,8,7,0,1
12252,Norwich,1,1,Arsenal,36.8,63.2,2,3,7,12,529,813,357,625,16,14,35,22,3,6,3,2
12254,West Ham,1,1,West Brom,60.9,39.1,6,3,17,7,637,479,435,274,20,23,24,25,5,2,0,2
12253,Spurs,0,0,Chelsea,57.7,42.3,4,1,9,5,710,563,497,360,15,23,41,21,4,4,2,4
12248,Leicester,1,1,Man Utd,31.1,68.9,3,2,7,10,482,791,267,593,27,20,26,23,1,8,3,1
12245,Aston Villa,2,3,Watford,65.1,34.9,6,6,12,14,750,464,494,263,9,21,30,35,10,10,3,0
12246,Bournemouth,3,3,Everton,57.3,42.7,10,6,19,11,774,625,542,407,22,24,21,27,10,5,2,0
12247,Crystal Palace,5,1,Newcastle,53.7,46.3,8,2,19,7,670,563,449,394,18,22,17,21,7,5,3,1
12249,Man City,3,1,Southampton,45.9,54.1,9,8,16,12,603,670,390,463,28,18,30,18,6,4,2,6
12250,Sunderland,2,0,Stoke,48.2,51.8,5,3,18,7,602,644,436,476,18,8,14,23,9,5,0,3
12244,Crystal Palace,0,1,Sunderland,66.6,33.4,7,4,19,12,694,481,452,244,15,26,22,66,11,2,1,3
12243,Spurs,4,1,West Ham,55.8,44.2,12,4,22,10,708,618,484,372,21,28,29,26,7,6,3,3
12237,Man City,1,4,Liverpool,58.4,41.6,3,9,11,14,777,618,530,390,16,32,26,28,11,5,1,5
12235,Chelsea,1,0,Norwich,64.4,35.6,7,2,21,4,835,531,606,331,19,26,20,34,6,5,6,3
12236,Everton,4,0,Aston Villa,59.9,40.1,9,3,16,10,783,581,608,403,23,18,13,15,2,3,1,4
12238,Newcastle,0,3,Leicester,54.3,45.7,1,7,9,18,674,608,454,375,20,27,19,16,4,9,1,1
12239,Southampton,0,1,Stoke,58.2,41.8,1,4,15,16,708,585,517,389,16,13,8,38,7,3,0,2
12240,Swansea,2,2,Bournemouth,42.7,57.3,4,4,11,16,618,752,401,535,17,11,39,19,4,5,0,5
12242,West Brom,2,1,Arsenal,27,73,1,3,4,11,429,872,246,684,20,13,28,17,3,5,5,1
12241,Watford,1,2,Man Utd,43.6,56.4,5,6,10,13,623,718,385,499,28,18,32,19,4,10,1,5
12232,Arsenal,1,1,Spurs,54.9,45.1,4,4,10,14,693,613,458,383,35,22,20,35,7,6,1,3
12234,Liverpool,1,2,Crystal Palace,63.8,36.2,4,4,22,9,738,519,499,287,28,25,19,40,14,6,1,2
12233,Aston Villa,0,0,Man City,40.7,59.3,0,3,3,13,583,752,410,578,7,16,30,17,3,8,1,1
12229,Stoke,1,0,Chelsea,36.8,63.2,2,4,8,19,481,676,282,488,15,19,21,12,1,9,3,1
12226,Leicester,2,1,Watford,41.3,58.7,6,4,12,8,578,740,376,556,15,13,23,26,4,2,4,1
12227,Man Utd,2,0,West Brom,67.7,32.3,3,0,13,4,824,495,648,304,15,21,12,27,5,1,1,0
12228,Norwich,1,0,Swansea,32.9,67.1,5,0,9,8,477,852,338,706,11,12,13,15,5,2,3,2
12230,Sunderland,0,1,Southampton,35.8,64.2,3,5,9,14,521,748,314,551,13,14,52,34,3,7,2,5
12231,West Ham,1,1,Everton,50.8,49.2,4,4,16,13,617,601,435,427,18,10,16,24,3,5,2,1
12225,Bournemouth,0,1,Newcastle,67.3,32.7,5,1,20,2,798,505,582,300,22,27,6,36,16,0,4,3
12224,Spurs,3,1,Aston Villa,61.3,38.7,6,2,17,13,754,542,530,325,21,24,31,24,4,3,3,1
12223,Southampton,2,0,Bournemouth,48.5,51.5,2,2,11,16,666,703,479,514,21,18,28,21,4,6,1,1
12222,Everton,6,2,Sunderland,67.4,32.6,8,9,15,17,859,498,687,326,8,19,21,26,6,1,3,2
12216,Crystal Palace,0,0,Man Utd,44.6,55.4,5,1,10,5,549,638,355,456,20,23,13,28,7,3,0,1
12217,Man City,2,1,Norwich,70.8,29.2,5,3,21,5,929,457,722,296,16,15,27,33,12,4,4,0
12218,Newcastle,0,0,Stoke,52.3,47.7,6,2,15,9,591,542,412,388,15,16,10,18,11,4,4,5
12219,Swansea,0,3,Arsenal,54.2,45.8,3,5,7,14,716,655,550,461,9,16,10,19,4,4,5,1
12220,Watford,2,0,West Ham,50.6,49.4,5,3,20,8,594,597,400,397,17,15,25,39,7,2,3,3
12221,West Brom,2,3,Leicester,47.7,52.3,6,5,14,13,565,560,330,370,12,25,27,27,6,4,2,1
12215,Chelsea,1,3,Liverpool,42.6,57.4,2,7,8,16,652,792,418,567,35,27,19,16,1,7,3,2
12212,Liverpool,1,1,Southampton,60.3,39.7,2,3,15,8,815,607,586,383,23,29,24,33,10,7,4,2
12211,Bournemouth,1,5,Spurs,45.8,54.2,3,10,11,15,624,691,401,489,29,24,19,24,4,5,3,5
12213,Man Utd,0,0,Man City,58.7,41.3,1,1,6,6,746,583,543,386,19,28,24,30,6,4,0,0
12214,Sunderland,3,0,Newcastle,39.7,60.3,3,8,9,21,495,647,311,456,14,19,25,9,1,10,0,1
12205,Arsenal,2,1,Everton,56.2,43.8,5,5,20,10,777,626,527,404,20,36,14,21,7,5,0,2
12206,Aston Villa,1,2,Swansea,47.9,52.1,3,4,9,10,573,611,377,419,14,16,18,22,4,6,0,4
12207,Leicester,1,0,Crystal Palace,47.7,52.3,3,4,12,9,633,652,426,456,21,15,38,14,3,2,2,3
12208,Norwich,0,1,West Brom,60.6,39.4,3,4,16,7,673,502,466,316,8,10,45,44,13,3,4,0
12209,Stoke,0,2,Watford,66.2,33.8,0,3,11,13,724,455,526,269,19,20,17,25,11,5,8,0
12210,West Ham,2,1,Chelsea,45.5,54.5,5,4,12,9,561,634,370,457,17,18,21,27,7,4,4,5
12204,Swansea,0,1,Stoke,54.1,45.9,2,2,14,9,765,645,548,472,18,32,21,15,1,2,1,2
12203,Newcastle,6,2,Norwich,44.2,55.8,6,6,11,18,560,661,373,463,13,26,18,24,3,7,3,1
12201,Watford,0,3,Arsenal,33.3,66.7,1,6,8,17,510,857,306,627,25,17,25,31,3,9,1,4
12195,Chelsea,2,0,Aston Villa,49,51,3,1,9,10,634,673,415,424,31,19,24,27,4,4,1,0
12196,Crystal Palace,1,3,West Ham,38.5,61.5,1,4,6,24,524,733,326,516,21,27,14,20,1,9,2,4
12197,Everton,0,3,Man Utd,47.2,52.8,3,7,12,10,656,728,458,524,25,23,21,25,5,3,0,1
12198,Man City,5,1,Bournemouth,54.4,45.6,11,1,16,5,759,631,566,451,14,15,29,14,1,7,2,1
12199,Southampton,2,2,Leicester,50.6,49.4,6,7,14,27,599,580,360,342,15,19,58,15,6,7,1,0
12202,West Brom,1,0,Sunderland,56.2,43.8,2,2,9,9,636,540,452,352,9,24,18,43,1,5,2,5
12200,Spurs,0,0,Liverpool,48.5,51.5,4,3,13,12,687,709,407,441,41,29,36,27,8,6,2,5
12192,Arsenal,3,0,Man Utd,37.8,62.2,5,5,12,9,606,797,389,632,29,22,28,5,3,6,2,3
12194,Swansea,2,2,Spurs,45.6,54.4,2,11,11,19,610,680,404,483,18,17,21,28,5,6,1,0
12193,Everton,1,1,Liverpool,50.9,49.1,4,4,14,13,615,591,388,372,27,27,25,28,5,11,1,0
12187,Chelsea,1,3,Southampton,60.2,39.8,3,5,10,13,734,572,551,360,22,19,12,30,4,6,1,3
12185,Aston Villa,0,1,Stoke,56.3,43.7,2,5,13,12,711,601,478,381,18,27,17,29,9,5,2,2
12186,Bournemouth,1,1,Watford,54.4,45.6,6,2,12,11,718,614,496,421,10,18,22,16,5,3,4,1
12189,Man City,6,1,Newcastle,64.3,35.7,11,4,23,6,770,524,590,335,20,24,13,23,6,3,1,3
12190,Norwich,1,2,Leicester,66.2,33.8,2,5,17,16,745,491,486,254,14,31,44,40,16,8,2,1
12191,Sunderland,2,2,West Ham,44.1,55.9,3,6,12,20,547,643,367,440,25,19,32,12,1,8,2,2
12188,Crystal Palace,2,0,West Brom,60.4,39.6,8,2,21,7,689,496,443,302,16,22,32,35,8,3,3,1
12184,West Brom,2,3,Everton,46,54,4,4,9,12,589,672,397,470,19,17,22,37,6,4,3,2
12183,Watford,0,1,Crystal Palace,55.3,44.7,2,3,15,16,585,512,386,313,14,14,20,50,6,4,0,0
12178,Newcastle,2,2,Chelsea,35.5,64.5,5,4,11,16,516,748,293,532,30,27,25,17,4,6,1,3
12175,Leicester,2,5,Arsenal,42,58,7,12,16,27,590,782,360,532,21,21,20,46,6,5,0,2
12176,Liverpool,3,2,Aston Villa,62.4,37.6,12,4,21,10,762,558,572,343,27,18,8,32,11,1,3,1
12177,Man Utd,3,0,Sunderland,66.2,33.8,7,4,12,9,782,473,604,311,18,23,15,18,5,2,0,0
12179,Southampton,3,1,Swansea,41.5,58.5,6,4,17,11,564,730,380,542,17,7,25,16,4,3,6,3
12180,Stoke,2,1,Bournemouth,43.7,56.3,5,6,8,12,560,676,383,488,15,16,30,18,3,7,2,4
12182,West Ham,2,2,Norwich,42.9,57.1,7,7,19,16,565,675,349,482,17,16,22,36,7,5,3,0
12181,Spurs,4,1,Man City,46,54,8,8,15,22,671,709,407,478,28,18,40,28,5,9,5,3
12172,Liverpool,1,1,Norwich,58.9,41.1,7,2,23,7,787,591,579,399,19,15,14,27,6,2,3,1
12173,Southampton,2,3,Man Utd,40.8,59.2,8,3,15,10,556,742,382,575,21,15,10,31,5,5,1,3
12174,Spurs,1,0,Crystal Palace,57.1,42.9,6,4,21,12,698,569,436,323,32,31,27,35,6,5,3,3
12168,Man City,1,2,West Ham,71.5,28.5,8,3,27,6,905,504,669,279,19,20,17,57,16,3,2,2
12165,Aston Villa,0,1,West Brom,59.8,40.2,3,6,13,10,680,534,451,303,30,15,33,38,2,7,2,1
12166,Bournemouth,2,0,Sunderland,53.1,46.9,5,2,15,9,672,619,463,416,23,25,15,18,7,3,2,4
