MId,Home Team,Home Team Goals,Away Team Goals,Away Team,Home Poss,Away Poss,Home ShotsT,Away ShotsT,Home Shots,Away Shots,Home Touches,Away Touches,Home Passes,Away Passes,Home Tackles,Away Tackles,Home Clearances,Away Clearances,Home Corners,Away Corners,Home Offsides,Away Offsides,HTP,HTR,HTAR,HTMR,HTDR,ATP,ATR,ATAR,ATMR,ATDR
9596,CHE,0,0,NOR,71.3,28.7,4,3,23,6,878,440,650,259,11,22,27,46,5,2,4,1,14,891.689,95.498,351.191,445.0,12,810.0,55.991,313.009,441.0
9595,ARS,1,0,WBA,60.3,39.7,4,1,15,11,800,591,592,386,19,13,39,29,9,10,0,2,14,883.867,183.982,299.552,400.333,13,811.443,156.08,359.363,296.0
9589,EVE,2,3,MCFC,59.3,40.7,4,6,9,18,871,642,673,456,16,17,20,22,4,3,3,0,13,846.088,252.292,153.156,440.64,14,903.264,110.368,363.07,429.826
9588,AVL,3,1,HUL,44.2,55.8,9,2,15,8,554,673,358,449,12,12,29,45,8,5,0,3,14,802.049,130.707,217.468,453.874,14,792.268,221.334,218.5,352.434
9590,MUFC,0,1,SUN,63,37,2,1,17,8,769,533,575,339,14,15,21,33,8,0,2,3,14,887.48,189.502,291.978,406.0,14,799.09,72.556,365.534,361.0
9591,NUFC,3,0,CAR,53.8,46.2,6,3,22,16,641,566,409,351,22,16,37,29,10,6,0,2,14,832.056,150.0,292.406,389.65,14,781.601,178.689,252.08,350.832
9592,STK,4,1,FUL,63.3,36.7,8,2,23,10,816,522,599,336,15,17,22,17,3,5,2,0,14,801.59,58.35,379.24,364.0,14,818.762,145.049,257.853,415.86
9593,SWAN,0,1,SOT,38.1,61.9,3,4,12,17,557,776,352,580,17,12,30,19,3,5,2,1,14,831.746,286.7,169.758,375.288,14,822.914,131.821,313.093,378.0
9594,WHU,2,0,TOT,47.2,52.8,8,3,20,12,576,632,333,387,19,28,39,40,10,6,3,0,13,808.687,150.015,294.672,364.0,14,860.648,123.042,298.242,439.364
9587,ARS,3,0,NUFC,61.5,38.5,8,3,20,8,828,602,613,387,21,18,25,38,14,0,4,2,14,886.661,164.195,322.466,400.0,14,831.134,96.992,356.41,377.732
9584,CRY,0,2,MCFC,46.4,53.6,2,6,3,16,624,694,399,468,21,24,41,28,4,8,4,0,14,795.602,145.602,290.0,360.0,14,905.322,170.39,327.932,407.0
9585,LIV,0,2,CHE,73,27,8,4,26,11,850,471,624,226,23,20,22,54,14,2,1,0,13,882.668,286.148,211.52,385.0,14,873.132,80.134,387.478,405.52
9586,SUN,4,0,CAR,59.6,40.4,7,1,21,6,624,471,448,286,14,17,18,31,11,5,0,0,14,799.134,72.0,366.134,361.0,14,797.789,151.281,299.316,347.192
9579,MUFC,4,0,NOR,61.3,38.7,11,2,25,9,846,602,637,391,16,17,34,34,5,3,1,0,14,891.129,185.299,299.83,406.0,14,813.722,89.842,352.88,371.0
9578,FUL,2,2,HUL,46,54,3,4,10,8,581,650,379,458,17,19,31,36,7,2,0,1,14,824.589,142.414,232.175,450.0,14,787.558,246.584,218.089,322.885
9581,STK,0,1,TOT,50.5,49.5,3,4,17,16,614,629,407,398,22,25,25,28,4,3,4,2,13,806.189,97.353,312.828,396.008,14,852.671,148.0,319.768,384.903
9582,SWAN,4,1,AVL,47.6,52.4,8,3,11,11,591,610,372,415,8,11,35,25,9,6,5,1,14,837.3,308.526,148.35,380.424,14,804.338,154.696,278.642,371.0
9583,WBA,1,0,WHU,43.3,56.7,6,3,19,9,482,568,273,363,9,10,37,33,7,6,2,0,14,806.858,143.5,336.358,327.0,14,816.633,160.784,291.216,364.633
9580,SOT,2,0,EVE,53.1,46.9,4,2,14,9,745,669,515,436,28,20,31,26,4,7,1,5,14,822.661,203.852,240.809,378.0,14,847.894,242.444,222.768,382.682
9577,MCFC,3,1,WBA,69,31,6,3,19,10,883,496,684,295,21,26,17,19,8,2,3,3,14,908.946,168.642,330.446,409.858,14,797.839,148.107,298.732,351.0
9574,EVE,2,0,MUFC,38.7,61.3,5,2,17,9,590,794,370,598,23,17,39,32,6,5,2,4,14,854.136,214.906,255.73,383.5,14,882.143,213.43,304.151,364.562
9575,HUL,0,3,ARS,42.4,57.6,4,6,13,12,652,849,434,618,22,19,29,48,7,0,5,2,14,783.214,207.674,296.54,279.0,14,885.643,128.48,357.163,400.0
9576,NOR,2,3,LIV,42.5,57.5,5,6,13,14,594,798,365,539,23,36,9,52,8,3,0,1,13,813.606,74.601,368.005,371.0,13,880.464,236.364,244.0,400.1
9570,CHE,1,2,SUN,61.8,38.2,15,3,31,7,709,507,472,289,17,16,31,46,10,4,1,1,14,887.425,164.624,322.801,400.0,14,799.538,72.534,365.267,361.737
9568,AVL,0,0,SOT,31.6,68.4,1,2,6,3,456,793,263,614,18,17,21,27,5,3,5,3,13,803.05,153.264,282.786,367.0,14,832.777,170.872,283.905,378.0
9569,CAR,1,1,STK,43.3,56.7,4,5,13,15,599,714,388,516,14,19,25,25,12,7,3,0,14,799.23,197.657,234.176,367.397,14,809.064,146.8,292.654,369.61
9571,NUFC,1,2,SWAN,47.2,52.8,4,2,14,10,664,709,440,478,24,17,32,42,2,8,1,5,14,822.848,171.688,291.8,359.36,13,839.015,307.3,150.0,381.715
9573,WHU,0,1,CRY,65.3,34.7,4,3,13,11,676,471,428,220,16,22,35,74,3,11,1,1,14,820.846,163.784,288.062,369.0,14,790.571,71.911,355.624,363.036
9572,TOT,3,1,FUL,62.2,37.8,5,4,14,11,810,566,583,352,23,25,32,36,4,5,2,4,14,839.844,149.708,318.136,372.0,13,814.261,73.0,369.732,371.529
9566,EVE,2,3,CRY,69.1,30.9,5,4,17,7,813,474,576,251,21,33,17,38,13,3,0,3,14,854.78,232.5,237.28,385.0,14,795.532,135.324,300.452,359.756
9567,MCFC,2,2,SUN,56.8,43.2,4,3,16,11,762,613,546,404,31,20,25,14,3,6,0,1,14,900.967,169.165,324.802,407.0,13,799.93,89.242,349.688,361.0
9565,ARS,3,1,WHU,61.4,38.6,8,2,14,12,806,562,580,355,14,20,31,35,4,3,2,2,13,877.914,143.8,329.552,404.562,14,820.468,76.665,374.803,369.0
9564,SWAN,0,1,CHE,38.2,61.8,4,3,7,26,543,786,348,583,19,9,30,22,5,12,1,3,14,836.921,187.821,206.714,442.386,14,892.378,153.24,331.138,408.0
9563,LIV,3,2,MCFC,46.6,53.4,4,5,10,13,652,680,412,465,20,24,45,18,7,7,5,1,14,884.212,308.948,183.264,392.0,14,908.365,84.22,415.145,409.0
9557,CRY,1,0,AVL,42.9,57.1,4,4,14,7,583,667,331,457,22,25,31,36,2,4,3,0,14,795.122,131.008,298.732,365.382,13,812.644,151.497,219.733,441.414
9558,FUL,1,0,NOR,45.1,54.9,3,4,14,14,589,677,365,442,27,17,35,24,8,8,0,3,14,823.901,179.035,194.866,450.0,14,812.291,91.299,349.992,371.0
9559,SOT,0,1,CAR,67.5,32.5,7,4,19,6,886,518,687,325,13,22,11,40,5,5,0,2,14,818.032,228.728,227.024,362.28,14,797.445,214.0,215.844,367.601
9560,STK,1,0,NUFC,48.9,51.1,3,1,10,13,664,698,441,472,17,19,40,25,4,5,2,1,13,812.433,130.975,308.458,373.0,14,817.153,143.508,300.323,373.322
9561,SUN,0,1,EVE,46.6,53.4,6,3,24,20,554,601,336,385,14,14,26,29,6,6,3,0,12,799.444,72.0,367.444,360.0,13,849.622,248.304,216.318,385.0
9562,WBA,3,3,TOT,32.4,67.6,5,8,6,20,450,714,232,509,21,18,37,25,2,2,3,3,14,803.092,121.388,326.768,354.936,14,846.657,148.0,324.745,373.912
9556,TOT,5,1,SUN,60.9,39.1,11,4,29,8,701,523,500,319,18,17,12,25,8,2,2,4,14,851.87,148.0,318.616,385.254,13,800.4,14.8,370.0,415.6
9555,WHU,1,2,LIV,36.2,63.8,1,8,11,17,540,821,322,619,22,16,35,47,4,4,0,0,14,815.008,137.732,308.276,369.0,13,884.276,286.852,201.0,396.424
9554,EVE,3,0,ARS,42.8,57.2,7,5,14,15,640,792,431,578,15,16,23,33,3,6,2,3,14,855.013,215.777,254.236,385.0,14,875.747,157.679,321.068,397.0
9549,CHE,3,0,STK,51.2,48.8,8,2,18,4,719,662,491,459,27,31,23,31,7,3,1,1,14,894.196,82.0,374.953,437.243,14,809.202,65.892,369.81,373.5
9547,AVL,1,2,FUL,50.1,49.9,6,8,12,16,612,609,410,410,12,15,35,34,2,7,0,1,13,794.938,145.671,160.622,488.645,14,818.844,182.0,187.0,449.844
9548,CAR,0,3,CRY,63.1,36.9,3,8,13,13,722,531,506,303,12,21,24,59,10,3,0,0,14,789.002,206.291,225.711,357.0,14,790.423,93.597,328.408,368.418
9550,HUL,1,0,SWAN,43.1,56.9,4,2,8,12,570,703,341,469,14,21,36,46,7,2,2,0,14,784.135,233.66,209.0,341.475,14,842.575,277.425,181.15,384.0
9552,NUFC,0,4,MUFC,43.6,56.4,4,4,14,8,569,722,378,501,18,13,25,36,4,5,0,2,13,819.064,130.77,320.294,368.0,14,870.621,169.0,391.644,309.977
9553,NOR,0,1,WBA,68.8,31.2,4,5,12,8,722,446,528,234,13,26,8,45,7,3,1,2,14,819.656,200.659,251.397,367.6,14,802.518,148.734,293.182,360.602
9551,MCFC,4,1,SOT,43.6,56.4,8,1,15,5,608,740,425,545,19,10,31,29,5,9,1,1,14,909.924,94.952,407.972,407.0,14,815.229,165.354,288.875,361.0
9546,SUN,1,2,WHU,60.6,39.4,7,6,26,11,671,509,443,280,25,13,24,48,8,3,1,1,14,798.9,81.028,309.847,408.025,14,811.256,146.975,289.119,375.162
9545,LIV,4,0,TOT,58.6,41.4,5,4,11,15,714,544,527,364,24,11,21,23,5,7,2,1,14,882.866,302.429,188.437,392.0,14,850.136,82.0,380.335,387.801
9544,FUL,1,3,EVE,38.2,61.8,8,7,23,14,538,758,296,499,35,9,40,28,5,6,8,1,14,808.243,230.918,149.711,427.614,14,851.508,213.456,253.052,385.0
9537,ARS,1,1,MCFC,47.8,52.2,3,4,9,15,723,743,491,547,12,21,38,27,6,6,2,0,13,878.506,159.384,320.122,399.0,14,912.633,83.0,420.633,409.0
9538,CRY,1,0,CHE,33,67,4,2,14,21,481,712,221,471,21,18,61,33,2,13,1,3,14,789.627,71.978,356.89,360.759,14,900.866,141.76,310.106,449.0
9540,SOT,4,0,NUFC,52.5,47.5,11,2,23,5,674,631,487,443,25,14,12,17,7,5,2,0,14,826.405,155.838,297.567,373.0,14,821.537,113.5,331.525,376.512
9541,STK,1,0,HUL,55.9,44.1,3,3,15,5,722,626,522,407,24,15,23,40,8,1,3,1,14,812.466,150.901,288.565,373.0,14,785.677,236.615,217.199,331.863
9542,SWAN,3,0,NOR,58.7,41.3,7,4,16,8,739,553,539,372,15,19,22,24,7,4,1,2,14,843.925,299.269,160.656,384.0,14,813.567,183.067,259.5,371.0
9543,WBA,3,3,CAR,41.7,58.3,6,5,16,11,541,669,314,457,21,16,30,26,4,1,2,2,14,794.4,163.4,283.0,348.0,14,787.934,143.0,259.134,385.8
9539,MUFC,4,1,AVL,55.9,44.1,6,1,9,10,676,561,476,372,18,24,34,18,0,5,2,2,14,884.713,173.165,353.048,358.5,13,811.922,211.597,221.483,378.842
9535,LIV,2,1,SUN,61,39,7,4,21,12,824,536,587,349,17,28,32,17,3,4,2,2,12,882.424,252.424,238.0,392.0,14,808.322,122.816,253.966,431.54
9536,WHU,2,1,HUL,43.6,56.4,3,3,10,9,569,682,367,478,18,20,33,26,4,5,2,3,13,805.766,152.0,293.466,360.3,14,797.703,221.733,218.0,357.97
9532,ARS,2,2,SWAN,60.5,39.5,4,2,13,8,903,665,689,454,16,21,23,61,7,0,0,3,14,878.658,149.997,329.661,399.0,14,843.566,287.366,172.2,384.0
9533,MUFC,0,3,MCFC,52.7,47.3,4,4,10,13,756,705,545,491,16,15,33,24,5,8,1,3,14,888.343,252.576,237.767,398.0,14,912.312,83.0,420.312,409.0
9534,NUFC,0,3,EVE,54.7,45.3,2,6,16,8,709,630,492,403,23,27,23,36,9,8,2,0,14,828.693,137.261,330.124,361.308,12,850.822,232.822,233.0,385.0
9530,AVL,1,4,STK,50.4,49.6,3,5,12,10,668,673,464,479,20,14,15,36,5,3,2,4,14,808.936,194.399,247.537,367.0,12,807.335,76.0,359.0,372.335
9531,TOT,3,2,SOT,51.1,48.9,6,4,15,12,666,682,420,414,20,28,33,60,7,3,1,8,13,850.0,82.0,378.0,390.0,14,829.338,178.224,275.614,375.5
9529,WHU,0,2,MUFC,44.8,55.2,1,7,10,16,587,705,365,484,16,16,27,53,12,7,0,2,14,809.014,151.4,294.614,363.0,13,879.083,172.083,395.0,312.0
9522,CAR,3,6,LIV,33.4,66.6,3,9,9,19,497,849,301,650,21,22,15,28,4,6,0,1,14,794.89,210.468,170.936,413.486,14,884.159,252.512,238.0,393.647
9524,EVE,3,2,SWAN,40.7,59.3,6,7,9,21,622,815,400,594,23,19,39,14,5,12,0,1,14,858.59,157.702,315.888,385.0,14,842.545,197.686,260.859,384.0
9525,HUL,2,0,WBA,43.2,56.8,5,4,12,16,520,615,300,392,23,14,36,14,4,5,3,1,14,795.113,282.321,227.792,285.0,14,792.098,221.22,231.784,339.094
9526,MCFC,5,0,FUL,67.6,32.4,12,0,22,6,810,462,619,299,17,16,21,24,13,2,0,2,14,899.495,90.387,409.108,400.0,14,806.403,117.197,193.992,495.214
9527,NUFC,1,0,CRY,72.7,27.3,8,1,21,8,942,482,712,251,17,31,25,32,9,5,1,5,14,827.708,137.726,315.982,374.0,14,788.999,71.844,357.155,360.0
9528,NOR,2,0,SUN,54.1,45.9,8,2,15,9,628,561,436,368,12,18,23,24,8,5,0,0,14,818.611,217.399,226.212,375.0,14,800.479,89.614,350.865,360.0
9523,CHE,6,0,ARS,52.9,47.1,11,5,21,11,712,668,517,457,15,19,24,23,7,1,6,2,14,902.608,144.496,284.512,473.6,14,877.466,160.0,263.059,454.407
9521,TOT,0,1,ARS,59,41,2,3,18,7,674,589,471,330,13,21,14,64,5,2,3,4,14,853.123,87.298,375.825,390.0,14,880.446,141.127,321.951,417.368
9520,MUFC,0,3,LIV,XX-XX-,XX-XX,XX-XX-,-XX-XX,XX-XX-,XX-XX,XX-XX-,XX-XX,XX-XX-,XX-XX,XX-XX-,XX-XX,XX-XX-,XX-XX,XX-XX-,XX-XX,XX-XX-,XX-XX,14,832.057,272.297,220.676,339.084,14,1630.963,1001.062,237.901,392.0
9512,AVL,1,0,CHE,38.6,61.4,4,2,13,15,522,721,300,497,26,8,42,23,4,5,3,7,13,805.73,214.809,231.857,359.064,13,905.464,143.984,353.48,408.0
9513,EVE,2,1,CAR,67.7,32.3,6,3,19,10,793,482,540,250,24,25,19,34,10,5,1,3,14,853.845,162.542,306.303,385.0,14,792.49,187.943,183.915,420.632
9514,FUL,1,0,NUFC,38.9,61.1,3,3,12,12,516,694,277,440,23,22,39,30,9,7,6,1,14,794.144,182.552,227.772,383.82,14,824.962,156.462,294.5,374.0
9516,SOT,4,2,NOR,63.1,36.9,6,3,17,6,786,508,567,325,17,25,25,20,6,1,3,1,14,831.006,131.432,321.574,378.0,14,811.155,95.252,347.903,368.0
9517,STK,3,1,WHU,54.7,45.3,9,2,16,8,606,520,375,305,24,14,42,30,6,4,1,3,12,808.78,151.0,289.0,368.78,14,814.754,157.226,287.678,369.85
9518,SUN,0,0,CRY,64.5,35.5,2,5,19,12,624,473,437,244,18,11,12,51,6,2,3,0,14,803.41,80.772,362.638,360.0,14,788.766,71.3,357.466,360.0
9519,SWAN,1,2,WBA,62,38,4,4,14,13,880,600,655,400,17,20,22,30,4,1,4,0,14,839.311,194.398,263.913,381.0,14,795.369,147.72,223.0,424.649
9515,HUL,0,2,MCFC,54.3,45.7,5,3,15,8,749,631,530,456,10,14,33,31,3,4,6,0,14,798.689,265.27,218.356,315.063,14,909.281,83.0,399.754,426.527
9508,CHE,4,0,TOT,53.6,46.4,4,2,12,6,658,597,471,395,25,21,20,21,5,4,6,2,14,902.489,123.688,370.801,408.0,13,854.254,80.0,304.254,470.0
9507,CAR,3,1,FUL,46.4,53.6,9,6,19,14,625,675,391,458,13,23,43,38,7,6,0,2,14,788.392,272.6,161.0,354.792,14,819.096,219.872,183.224,416.0
9509,CRY,0,1,SOT,35.7,64.3,1,3,6,11,510,751,255,496,24,27,35,66,8,3,7,1,14,787.99,90.224,339.766,358.0,14,833.262,152.662,302.6,378.0
9510,NOR,1,1,STK,52.5,47.5,5,3,13,6,599,563,403,368,14,20,24,42,3,1,0,1,14,817.599,135.411,307.188,375.0,14,809.447,98.925,337.522,373.0
9511,WBA,0,3,MUFC,45,55,3,5,14,14,602,701,366,461,19,26,31,44,3,5,2,1,14,802.682,115.53,354.462,332.69,14,889.212,259.7,234.248,395.264
9504,AVL,4,1,NOR,55.1,44.9,4,4,10,7,700,605,489,399,25,19,21,36,6,2,1,2,13,812.999,218.899,227.1,367.0,14,819.778,171.9,272.878,375.0
9505,SWAN,1,1,CRY,68.7,31.3,5,3,7,6,928,528,718,316,25,22,22,23,1,4,3,0,14,836.69,171.588,282.212,382.89,14,790.012,108.568,337.762,343.682
9506,TOT,1,0,CAR,60.4,39.6,6,2,15,8,768,546,541,345,19,19,38,32,4,7,2,5,14,844.574,160.908,302.666,381.0,14,785.889,178.097,194.4,413.392
9502,SOT,0,3,LIV,57.3,42.7,2,5,13,12,787,630,538,399,33,26,35,33,3,6,2,1,14,829.46,191.816,264.644,373.0,13,881.874,251.874,238.0,392.0
9499,EVE,1,0,WHU,68.9,31.1,3,1,22,7,706,404,474,193,16,17,31,48,11,5,1,1,14,850.866,164.268,301.598,385.0,14,809.144,150.39,295.199,363.555
9500,FUL,1,3,CHE,41.9,58.1,3,8,7,17,537,712,335,489,13,15,28,42,5,4,1,4,14,817.959,148.555,300.268,369.136,14,903.223,154.65,337.867,410.706
9501,HUL,1,4,NUFC,48.4,51.6,3,7,13,17,573,636,372,411,21,12,14,54,6,3,1,3,14,794.958,266.473,194.986,333.499,12,831.792,155.0,302.792,374.0
9503,STK,1,0,ARS,43.4,56.6,4,2,8,10,634,791,417,553,19,13,29,49,3,4,5,0,13,810.356,90.175,347.181,373.0,14,885.736,175.611,308.125,402.0
9498,NOR,1,0,TOT,40.9,59.1,3,2,13,9,577,719,362,526,26,22,37,16,5,3,3,1,13,819.688,75.9,368.788,375.0,14,843.523,102.796,357.224,383.503
9496,LIV,4,3,SWAN,53.4,46.6,10,4,21,14,736,666,524,445,25,21,19,20,3,5,2,0,14,882.712,293.75,197.562,391.4,14,840.157,203.499,252.658,384.0
9497,NUFC,1,0,AVL,54.7,45.3,5,2,23,10,672,564,414,349,22,20,30,34,10,1,5,3,13,835.734,155.8,301.934,378.0,13,811.308,227.0,218.712,365.596
9492,CRY,0,2,MUFC,33.5,66.5,6,5,15,14,518,883,321,666,16,14,20,44,6,4,2,3,14,794.621,136.837,298.784,359.0,14,897.114,253.121,233.778,410.215
9489,ARS,4,1,SUN,64.8,35.2,9,3,12,7,848,530,691,371,13,15,16,19,7,3,0,4,14,877.653,144.691,356.454,376.508,14,797.5,50.986,388.514,358.0
9490,CAR,0,4,HUL,56.2,43.8,5,6,23,11,688,567,444,368,11,26,19,45,9,2,2,3,14,785.377,144.878,279.0,361.499,14,793.841,210.3,225.908,357.633
9493,MCFC,1,0,STK,74.1,25.9,7,2,19,7,878,422,697,231,20,16,21,36,8,3,0,3,14,912.281,147.574,357.707,407.0,14,811.445,85.975,352.47,373.0
9494,WBA,1,1,FUL,63.4,36.6,5,3,16,7,722,529,495,287,18,29,16,64,8,2,1,3,14,797.024,141.294,335.5,320.23,14,829.19,152.61,225.0,451.58
9495,WHU,3,1,SOT,31.5,68.5,5,5,10,26,454,799,234,561,19,12,30,43,5,11,1,1,13,804.899,132.825,294.899,377.175,14,820.772,176.538,279.234,365.0
9491,CHE,1,0,EVE,46.6,53.4,8,2,25,8,658,702,403,455,23,29,34,40,8,8,2,2,14,903.723,130.396,365.327,408.0,14,864.243,110.792,357.451,396.0
9486,FUL,2,3,LIV,31.1,68.9,3,7,10,21,471,882,276,655,15,20,31,59,7,5,0,0,13,806.954,152.0,230.192,424.762,13,878.022,330.131,161.0,386.891
9485,ARS,0,0,MUFC,57.4,42.6,5,2,17,6,816,637,563,410,23,27,39,40,5,5,1,2,12,894.466,232.582,259.884,402.0,14,897.484,248.471,247.013,402.0
9487,NUFC,0,4,TOT,49.3,50.7,5,8,13,15,651,680,439,460,19,21,13,38,8,6,3,0,14,824.255,143.903,301.352,379.0,14,849.534,80.134,375.4,394.0
9488,STK,1,1,SWAN,35.7,64.3,4,2,7,14,538,826,307,553,30,25,27,39,2,5,0,1,14,810.866,93.812,344.054,373.0,14,843.291,164.063,294.414,384.814
9483,WBA,1,1,CHE,40.1,59.9,1,4,13,15,538,712,316,489,24,17,25,38,5,8,1,1,14,787.133,153.608,285.525,348.0,14,905.346,155.752,342.594,407.0
9481,CAR,0,0,AVL,45.4,54.6,3,6,12,18,591,643,325,393,16,24,49,35,7,9,4,3,13,788.068,170.276,263.792,354.0,12,804.776,170.206,217.0,417.57
9482,HUL,0,1,SOT,37.5,62.5,4,7,12,16,600,850,356,606,25,27,19,34,2,2,3,3,14,792.067,233.857,276.999,281.211,14,821.408,142.318,314.09,365.0
9484,WHU,2,0,NOR,48.2,51.8,7,6,12,13,566,612,332,365,21,21,61,65,5,5,2,0,14,807.542,148.5,296.042,363.0,14,821.556,77.856,368.7,375.0
9479,MUFC,2,2,FUL,75.4,24.6,9,3,31,6,904,435,650,216,10,17,24,89,10,1,5,0,14,899.009,282.106,233.844,383.059,14,805.947,155.214,209.733,441.0
9480,TOT,1,0,EVE,45.8,54.2,2,3,8,10,595,668,354,427,25,37,18,30,9,7,0,4,14,849.86,80.0,372.352,397.508,14,864.7,97.442,371.258,396.0
9478,SWAN,3,0,CAR,62,38,6,1,17,7,805,557,580,359,28,18,37,20,5,1,1,2,14,838.689,212.792,240.313,385.584,14,789.779,153.846,282.632,353.301
9471,AVL,0,2,WHU,67.8,32.2,1,2,16,10,721,461,523,231,8,11,22,69,8,10,2,4,14,806.053,226.789,172.838,406.426,14,807.322,130.2,300.772,376.35
9472,CHE,3,0,NUFC,59,41,8,6,18,12,735,570,511,352,33,20,28,26,6,5,2,0,14,903.332,165.578,330.754,407.0,14,816.619,79.891,289.952,446.776
9473,CRY,3,1,WBA,34,66,6,7,10,17,494,740,254,497,18,29,36,24,4,7,1,1,14,794.02,83.35,409.906,300.764,14,799.179,122.637,358.042,318.5
9475,NOR,0,0,MCFC,32.4,67.6,2,2,7,15,477,828,286,619,14,15,47,31,4,14,2,1,13,820.049,74.268,370.0,375.781,13,910.28,154.048,336.0,420.232
9476,SOT,2,2,STK,60.4,39.6,5,4,18,5,744,539,503,316,23,21,39,33,7,4,0,4,12,826.445,155.0,302.0,369.445,13,805.445,80.891,355.554,369.0
9477,SUN,0,2,HUL,43.8,56.2,3,9,7,25,590,713,408,532,10,12,21,17,2,6,1,3,14,800.711,85.232,292.188,423.291,14,792.935,256.643,218.792,317.5
9474,LIV,5,1,ARS,42.7,57.3,12,6,22,11,608,755,373,497,35,16,37,38,6,6,4,0,14,875.89,309.267,180.623,386.0,14,888.046,137.761,349.641,400.644
9470,MCFC,0,1,CHE,65.3,34.7,3,6,24,18,730,511,480,255,33,15,29,56,12,6,0,4,12,906.0,166.0,256.0,484.0,14,906.905,83.036,333.869,490.0
9468,ARS,2,0,CRY,73,27,6,2,11,10,1012,485,785,273,22,31,33,19,6,5,0,3,14,884.929,176.103,303.6,405.226,13,788.799,119.339,312.46,357.0
9469,WBA,1,1,LIV,49.7,50.3,4,3,12,12,667,696,429,435,22,20,26,37,3,4,0,2,14,798.357,130.057,313.388,354.912,13,879.0,317.582,174.706,386.712
9461,CAR,2,1,NOR,49.2,50.8,4,6,13,27,640,641,383,383,23,18,52,39,7,14,2,2,14,789.654,125.824,309.83,354.0,14,815.334,147.833,296.501,371.0
9462,EVE,2,1,AVL,71,29,6,1,13,4,790,403,575,239,14,18,30,31,13,1,9,3,14,860.667,55.15,429.426,376.091,14,811.636,200.407,179.887,431.342
9463,FUL,0,3,SOT,39.1,60.9,4,5,8,17,584,778,351,546,21,20,44,34,4,5,5,2,14,819.164,169.986,281.178,368.0,14,823.884,157.046,300.058,366.78
9464,HUL,1,1,TOT,38.4,61.6,4,3,9,19,507,704,297,485,16,14,29,33,4,10,4,5,14,788.002,221.934,215.068,351.0,12,869.748,162.748,312.0,395.0
9466,STK,2,1,MUFC,37.7,62.3,4,4,13,19,516,698,266,442,18,24,48,42,7,10,3,3,14,813.031,100.975,339.056,373.0,14,889.813,301.069,233.0,355.744
9465,NUFC,0,3,SUN,51,49,10,5,28,16,541,542,316,316,23,16,18,28,7,3,2,0,14,829.676,120.494,327.65,381.532,13,799.302,74.0,365.302,360.0
9467,WHU,2,0,SWAN,35,65,4,0,11,20,504,748,268,504,25,15,58,38,8,11,0,2,14,810.786,168.749,269.887,372.15,14,824.19,263.046,138.344,422.8
9457,AVL,4,3,WBA,43.7,56.3,6,4,10,12,549,691,358,476,23,22,14,26,3,3,8,7,14,815.286,165.913,219.064,430.309,14,800.73,82.563,355.325,362.842
9458,CHE,0,0,WHU,72.4,27.6,9,1,39,1,781,407,555,191,14,16,22,52,13,3,2,1,14,905.456,165.556,355.6,384.3,14,808.556,142.23,303.326,363.0
9459,SUN,1,0,STK,48.1,51.9,6,5,16,15,621,618,402,429,23,26,32,11,2,3,1,0,14,796.913,74.512,364.901,357.5,14,808.535,55.675,379.86,373.0
9460,TOT,1,5,MCFC,34.2,65.8,2,10,4,24,526,869,329,655,23,34,18,14,3,5,2,2,14,845.754,86.084,342.662,417.008,14,911.9,168.5,303.489,439.911
9451,CRY,1,0,HUL,37.5,62.5,3,4,13,13,512,715,290,493,18,17,46,43,8,3,1,2,14,788.827,146.472,203.892,438.463,14,789.199,221.665,228.986,338.548
9452,LIV,4,0,EVE,39.1,60.9,9,4,20,19,567,752,339,519,25,22,44,18,5,8,1,0,14,877.058,314.302,176.0,386.756,14,855.546,141.378,328.168,386.0
9453,MUFC,2,0,CAR,46.2,53.8,5,1,17,7,647,710,463,532,23,10,36,21,5,5,4,2,14,875.515,170.528,179.702,525.285,14,787.235,143.0,292.468,351.767
9454,NOR,0,0,NUFC,46.2,53.8,2,3,9,21,538,621,315,372,15,16,33,26,7,7,2,3,14,815.211,142.186,302.025,371.0,13,838.53,91.69,359.563,387.277
9455,SOT,2,2,ARS,52.6,47.4,5,4,13,7,745,725,522,480,29,18,30,35,7,5,2,2,13,811.179,127.236,318.943,365.0,14,881.359,166.0,311.927,403.432
9456,SWAN,2,0,FUL,61.9,38.1,6,4,14,15,831,592,630,385,18,12,22,42,5,8,0,2,14,833.822,271.45,176.344,386.028,14,805.5,30.448,347.122,427.93
9450,WBA,1,1,EVE,50.1,49.9,6,4,14,13,698,678,429,442,23,16,54,39,4,2,2,2,14,788.128,82.148,299.332,406.648,14,858.245,80.825,321.822,455.598
9448,CHE,3,1,MUFC,43.9,56.1,6,4,13,10,581,663,356,435,22,27,51,32,5,4,2,2,14,906.692,145.504,271.188,490.0,13,873.402,108.996,283.138,481.268
9449,SWAN,1,3,TOT,56.2,43.8,3,5,13,11,857,720,648,504,22,30,18,22,8,2,2,2,12,826.567,193.958,181.609,451.0,13,843.378,80.0,365.594,397.784
9443,LIV,2,2,AVL,55.8,44.2,6,3,14,12,693,524,451,335,16,20,54,28,2,3,3,1,13,886.579,291.5,201.079,394.0,14,813.378,226.544,218.134,368.7
9441,ARS,2,0,FUL,58.7,41.3,8,2,22,8,900,662,684,478,18,16,26,28,4,4,1,1,13,882.081,162.172,319.909,400.0,13,806.044,21.268,351.776,433.0
