MatchID,Home_team,Away_team,Score_home,Score_away
22712,Burnley,Bournemouth,1,2
22713,Crystal Palace,West Brom,2,0
22714,Huddersfield,Arsenal,0,1
22715,Liverpool,Brighton,4,0
22716,Man Utd,Watford,1,0
22717,Newcastle,Chelsea,3,0
22718,Southampton,Man City,0,1
22719,Swansea,Stoke,1,2
22720,Spurs,Leicester,5,4
22721,West Ham,Everton,3,1
22651,West Ham,Man Utd,0,0
22685,Chelsea,Huddersfield,1,1
22645,Leicester,Arsenal,3,1
22647,Man City,Brighton,3,1
22650,Spurs,Newcastle,1,0
22649,Swansea,Southampton,0,1
22708,Man City,Huddersfield,0,0
22702,Arsenal,Burnley,5,0
22705,Chelsea,Liverpool,1,0
22709,Stoke,Crystal Palace,1,2
22703,Bournemouth,Swansea,1,0
22707,Leicester,West Ham,0,2
22710,Watford,Newcastle,2,1
22711,West Brom,Spurs,1,0
22706,Everton,Southampton,1,1
22704,Brighton,Man Utd,1,0
22700,Spurs,Watford,2,0
22701,West Ham,Man City,1,4
22696,Man Utd,Arsenal,2,1
22695,Liverpool,Stoke,0,0
22692,Burnley,Brighton,0,0
22693,Crystal Palace,Leicester,5,0
22694,Huddersfield,Everton,0,2
22697,Newcastle,West Brom,0,1
22698,Southampton,Bournemouth,2,1
22699,Swansea,Chelsea,0,1
22686,Everton,Newcastle,1,0
22682,Arsenal,West Ham,4,1
22689,Stoke,Burnley,1,1
22688,Man City,Swansea,5,0
22691,West Brom,Liverpool,2,2
22690,Watford,Crystal Palace,0,0
22643,Burnley,Chelsea,1,2
22687,Leicester,Southampton,0,0
22683,Bournemouth,Man Utd,0,2
22684,Brighton,Spurs,1,1
22681,West Ham,Stoke,1,1
22677,Newcastle,Arsenal,2,1
22676,Man Utd,West Brom,0,1
22678,Southampton,Chelsea,2,3
22672,Burnley,Leicester,2,1
22673,Crystal Palace,Brighton,3,2
22674,Huddersfield,Watford,1,0
22679,Swansea,Everton,1,1
22675,Liverpool,Bournemouth,3,0
22680,Spurs,Man City,1,3
22662,Arsenal,Southampton,3,2
22665,Chelsea,West Ham,1,1
22666,Everton,Liverpool,0,0
22663,Bournemouth,Crystal Palace,2,2
22664,Brighton,Huddersfield,1,1
22667,Leicester,Newcastle,1,2
22669,Stoke,Spurs,1,2
22670,Watford,Burnley,1,2
22671,West Brom,Swansea,1,1
22668,Man City,Man Utd,2,3
22652,Arsenal,Stoke,3,0
22654,Chelsea,Spurs,1,3
22655,Crystal Palace,Liverpool,1,2
22653,Brighton,Leicester,0,2
22657,Man Utd,Swansea,2,0
22658,Newcastle,Huddersfield,1,0
22660,Watford,Bournemouth,2,2
22661,West Brom,Burnley,1,2
22361,West Ham,Southampton,3,0
22656,Everton,Man City,1,3
22642,Bournemouth,West Brom,2,1
22644,Huddersfield,Crystal Palace,0,2
22648,Stoke,Everton,1,2
22646,Liverpool,Watford,5,0
22639,Stoke,Man City,0,2
22632,Arsenal,Watford,3,0
22633,Bournemouth,Spurs,1,4
