HTP,HTR,HTAR,HTMR,HTDR,ATP,ATR,ATAR,ATMR,ATDR
14,827.6,155.2,302.0,370.4,14,806.659,99.253,370.326,"337.08
"
13,869.543,117.623,345.92,406,14,836.303,232.443,293.86,"310
"
12,822.488,73,318.056,431.432,14,827.78,114.5,308.78,"404.5
"
14,799.085,75,362.952,361.133,14,812.162,117.0,392.162,"303
"
14,911.08,106.894,415.194,388.992,14,833.876,148,307.876,"378
"
14,865.467,244.068,205.943,415.456,14,843.481,147.774,308.174,"387.533
"
11,906,88,412,406,11,830,153,300,"377
"
14,841.356,154.8,230.756,455.8,14,815.467,124.825,304.442,"386.2
"
14,841.701,103.349,357.352,381,13,896.422,103.204,388.218,"405
"
13,894.722,239.502,262.22,393,14,861.298,219.552,254.052,"387.694
"
14,830.843,238.711,287.132,305.0,14,906.203,87.2,413.003,"406
"
13,816.78,153,296.78,367.0,14,827.39,144.318,235.072,"448
"
14,810.289,103.975,348.314,358,14,917.821,84.601,391.224,"441.996
"
14,829.644,146.5,305.144,378,12,817.835,147,294.835,"376
"
14,823.249,155.803,364.446,303,14,872.848,103.406,365.442,"404
"
13,810.336,138.056,380.28,292,14,844.431,181.424,215.157,"447.85
"
14,831.026,74.568,444.794,311.664,12,850.688,155.688,310,"385
"
14,833.532,99.825,347.0,386.707,14,801.188,75,363.418,"362.77
"
14,884.696,85,383.08,416.616,14,807.551,139.313,310.238,"358
"
14,860.054,253.804,212.55,393.7,14,799.843,75,355.843,"369.0
"
14,905.566,87.376,402.674,415.516,14,914.956,153.306,329.874,"431.776
"
14,832.398,155.77,298.628,378,14,910.007,248.136,245.709,"416.162
"
13,827.556,78,398.874,350.682,14,808.468,124.388,392.08,"292
"
14,849.98,152.524,312.456,385,14,820.723,52.964,359.759,"408.0
"
13,877.189,141.302,331.887,404,14,842.169,255.144,155.825,"431.2
"
13,821.389,153,368.389,300,14,812.581,158.094,296.487,"358
"
14,839.408,87.168,332.138,420.102,14,818.82,131.364,377.692,"309.764
"
14,831.578,216.0,243.578,372,14,830.867,237.987,287.88,"305.0
"
13,825.312,175.112,274.2,376,14,884.663,85,402.663,"397
"
14,801.811,142.208,307.603,352,14,899.801,82.4,402.743,"414.658
"
14,837.468,228.601,141.025,467.842,13,859.963,230.906,243.057,"386
"
13,906.272,255,318.272,333,14,841.047,98.4,298.928,"443.719
"
14,835.653,84.433,370.22,381,13,830.722,176.85,285.872,"368.0
"
14,919.841,139.694,321.023,459.124,14,850.334,155.756,309.578,"385
"
14,797.896,104.592,331.304,362,14,824.702,148.968,290.025,"385.709
"
14,836.84,185.936,355.48,295.424,14,820.402,89.706,329.616,"401.08
"
14,820.31,147.969,358.397,313.944,13,799.464,78,406.841,"314.623
"
