MatchID,Home_team,Away_team,Score_home,Score_away,Possession_home,Possession_away,Shots_on_target_home,Shots_on_target_away,Shots_home,Shots_away,Touches_home,Touches_away,Passes_home,Passes_away,Tackles_home,Tackles_away,Clearances_home,Clearances_away,Corners_home,Corners_away,Offsides_home,Offsides_away,Yellow_cards_home,Yellow_cards_away,Fouls_conceded_home,Fouls_conceded_away,Red_cards_home,Red_cards_away
8234,Chelsea,Everton,2,1,43.5,56.5,6.0,7.0,23.0,20.0,601.0,734.0,387.0,524.0,23.0,22.0,17.0,29.0,7.0,4.0,1.0,1.0,2.0,1.0,8.0,9.0,0.0,0.0
8235,Liverpool,QPR,1,0,66.4,33.6,8.0,0.0,28.0,11.0,826.0,532.0,607.0,311.0,14.0,24.0,10.0,42.0,14.0,0.0,2.0,1.0,1.0,3.0,7.0,4.0,0.0,0.0
8236,Man City,Norwich,2,3,60.3,39.7,3.0,7.0,14.0,17.0,667.0,505.0,497.0,317.0,17.0,14.0,25.0,24.0,7.0,7.0,2.0,2.0,1.0,0.0,11.0,9.0,0.0,0.0
8237,Newcastle,Arsenal,0,1,50.7,49.3,1.0,2.0,7.0,10.0,656.0,645.0,467.0,458.0,20.0,32.0,24.0,18.0,4.0,4.0,2.0,2.0,1.0,2.0,18.0,10.0,0.0,0.0
8238,Southampton,Stoke,1,1,63.0,37.0,7.0,3.0,12.0,8.0,710.0,482.0,522.0,296.0,20.0,17.0,31.0,35.0,3.0,4.0,3.0,2.0,0.0,2.0,10.0,7.0,0.0,0.0
8239,Swansea,Fulham,0,3,64.4,35.6,10.0,5.0,27.0,9.0,859.0,573.0,654.0,367.0,20.0,18.0,5.0,44.0,8.0,0.0,5.0,1.0,2.0,1.0,12.0,10.0,0.0,0.0
8240,Spurs,Sunderland,1,0,68.2,31.8,14.0,3.0,35.0,8.0,728.0,448.0,467.0,222.0,18.0,24.0,37.0,43.0,14.0,1.0,4.0,2.0,1.0,2.0,7.0,14.0,0.0,1.0
8241,West Brom,Man Utd,5,5,35.4,64.6,6.0,6.0,19.0,15.0,477.0,779.0,321.0,601.0,19.0,15.0,15.0,20.0,3.0,5.0,4.0,2.0,0.0,1.0,12.0,8.0,0.0,0.0
8242,West Ham,Reading,4,2,48.4,51.6,10.0,6.0,21.0,17.0,565.0,551.0,352.0,369.0,17.0,15.0,32.0,26.0,6.0,4.0,5.0,0.0,2.0,1.0,13.0,10.0,0.0,0.0
8243,Wigan,Aston Villa,2,2,54.0,46.0,4.0,3.0,17.0,8.0,683.0,625.0,512.0,432.0,25.0,15.0,22.0,13.0,4.0,2.0,2.0,4.0,2.0,1.0,11.0,13.0,0.0,0.0
8232,Arsenal,Wigan,4,1,47.5,52.5,10.0,2.0,21.0,11.0,646.0,724.0,452.0,513.0,24.0,13.0,14.0,18.0,7.0,4.0,2.0,5.0,0.0,2.0,12.0,11.0,0.0,0.0
8233,Reading,Man City,0,2,38.7,61.3,7.0,11.0,12.0,30.0,540.0,780.0,361.0,597.0,12.0,12.0,26.0,21.0,4.0,10.0,1.0,2.0,0.0,1.0,7.0,8.0,0.0,0.0
8230,Stoke,Spurs,1,2,32.7,67.3,1.0,7.0,6.0,25.0,431.0,746.0,231.0,516.0,25.0,11.0,31.0,53.0,2.0,11.0,0.0,4.0,3.0,1.0,12.0,6.0,1.0,0.0
