MatchID,Home_team,Away_team,Score_home,Score_away,Possession_home,Possession_away,Shots_on_target_home,Shots_on_target_away,Shots_home,Shots_away,Touches_home,Touches_away,Passes_home,Passes_away,Tackles_home,Tackles_away,Clearances_home,Clearances_away,Corners_home,Corners_away,Offsides_home,Offsides_away,Yellow_cards_home,Yellow_cards_away,Fouls_conceded_home,Fouls_conceded_away,Red_cards_home,Red_cards_away
7837,Chelsea,Blackburn,2,1,58.4,41.6,4.0,4.0,19.0,10.0,736.0,583.0,560.0,402.0,14.0,21.0,9.0,39.0,8.0,2.0,3.0,4.0,1.0,0.0,14.0,4.0,0.0,0.0
7838,Everton,Newcastle,3,1,46.9,53.1,10.0,3.0,17.0,11.0,560.0,610.0,372.0,441.0,20.0,20.0,26.0,16.0,4.0,3.0,3.0,1.0,2.0,2.0,18.0,16.0,1.0,0.0
7839,Man City,QPR,3,2,81.3,18.7,15.0,3.0,44.0,3.0,932.0,378.0,710.0,164.0,15.0,22.0,5.0,57.0,19.0,0.0,1.0,1.0,1.0,1.0,4.0,7.0,0.0,1.0
7840,Norwich,Aston Villa,2,0,58.9,41.1,8.0,5.0,23.0,10.0,703.0,525.0,515.0,343.0,12.0,11.0,34.0,18.0,8.0,6.0,3.0,3.0,1.0,2.0,7.0,11.0,0.0,0.0
7841,Stoke,Bolton,2,2,50.9,49.1,7.0,4.0,17.0,20.0,556.0,519.0,290.0,272.0,13.0,23.0,68.0,45.0,5.0,9.0,2.0,2.0,1.0,1.0,10.0,5.0,0.0,0.0
7842,Sunderland,Man Utd,0,1,35.5,64.5,2.0,7.0,8.0,21.0,525.0,815.0,337.0,628.0,20.0,24.0,27.0,24.0,1.0,9.0,0.0,0.0,3.0,3.0,14.0,11.0,0.0,0.0
7843,Swansea,Liverpool,1,0,62.4,37.6,4.0,5.0,13.0,13.0,809.0,533.0,606.0,355.0,19.0,22.0,20.0,13.0,6.0,5.0,1.0,0.0,1.0,1.0,7.0,6.0,0.0,0.0
7844,Spurs,Fulham,2,0,51.0,49.0,6.0,5.0,17.0,11.0,711.0,668.0,534.0,509.0,25.0,16.0,22.0,14.0,8.0,3.0,0.0,3.0,0.0,2.0,9.0,12.0,0.0,0.0
7845,West Brom,Arsenal,2,3,41.7,58.3,5.0,3.0,13.0,13.0,509.0,653.0,326.0,466.0,16.0,29.0,18.0,24.0,9.0,5.0,4.0,3.0,0.0,1.0,12.0,11.0,0.0,0.0
7846,Wigan,Wolves,3,2,52.0,48.0,8.0,4.0,14.0,9.0,635.0,627.0,472.0,431.0,23.0,19.0,14.0,27.0,9.0,2.0,2.0,0.0,1.0,2.0,15.0,9.0,0.0,0.0
7836,Liverpool,Chelsea,4,1,53.2,46.8,6.0,2.0,23.0,11.0,637.0,578.0,459.0,394.0,21.0,20.0,20.0,17.0,7.0,4.0,3.0,0.0,2.0,4.0,17.0,14.0,0.0,0.0
7835,Blackburn,Wigan,0,1,36.7,63.3,2.0,6.0,12.0,20.0,463.0,683.0,257.0,461.0,18.0,10.0,22.0,29.0,5.0,6.0,0.0,2.0,2.0,1.0,14.0,13.0,0.0,0.0
7832,Newcastle,Man City,0,2,43.7,56.3,3.0,8.0,15.0,21.0,591.0,715.0,383.0,501.0,27.0,20.0,21.0,27.0,2.0,6.0,1.0,3.0,4.0,3.0,12.0,8.0,0.0,0.0
7828,Aston Villa,Spurs,1,1,37.5,62.5,1.0,4.0,4.0,22.0,503.0,712.0,292.0,489.0,30.0,22.0,45.0,26.0,4.0,19.0,2.0,1.0,1.0,2.0,11.0,8.0,0.0,1.0
7829,Bolton,West Brom,2,2,37.6,62.4,5.0,10.0,15.0,19.0,511.0,694.0,292.0,501.0,20.0,12.0,29.0,17.0,4.0,4.0,3.0,8.0,1.0,4.0,16.0,10.0,0.0,0.0
7830,Fulham,Sunderland,2,1,56.8,43.2,8.0,6.0,22.0,13.0,783.0,664.0,621.0,460.0,17.0,19.0,16.0,26.0,8.0,2.0,0.0,3.0,0.0,0.0,8.0,13.0,0.0,0.0
7833,QPR,Stoke,1,0,54.6,45.4,6.0,0.0,22.0,8.0,578.0,515.0,341.0,283.0,20.0,22.0,47.0,52.0,7.0,3.0,1.0,0.0,0.0,0.0,10.0,16.0,0.0,0.0
7834,Wolves,Everton,0,0,43.2,56.8,0.0,4.0,9.0,21.0,596.0,702.0,366.0,492.0,23.0,16.0,46.0,15.0,3.0,7.0,4.0,9.0,0.0,0.0,9.0,10.0,0.0,0.0
7831,Man Utd,Swansea,2,0,59.8,40.2,7.0,6.0,28.0,13.0,820.0,627.0,579.0,402.0,26.0,20.0,20.0,45.0,16.0,3.0,0.0,0.0,1.0,0.0,12.0,6.0,0.0,0.0
7827,Arsenal,Norwich,3,3,63.4,36.6,11.0,4.0,23.0,13.0,742.0,500.0,506.0,286.0,9.0,22.0,23.0,46.0,6.0,1.0,1.0,6.0,2.0,3.0,9.0,15.0,0.0,0.0
7826,Chelsea,Newcastle,0,2,63.4,36.6,3.0,4.0,18.0,13.0,745.0,522.0,549.0,309.0,18.0,21.0,23.0,39.0,4.0,4.0,3.0,4.0,0.0,3.0,10.0,7.0,0.0,0.0
7825,Bolton,Spurs,1,4,46.9,53.1,5.0,7.0,15.0,14.0,603.0,698.0,415.0,481.0,18.0,19.0,14.0,27.0,4.0,7.0,2.0,3.0,2.0,1.0,6.0,9.0,0.0,0.0
7823,Liverpool,Fulham,0,1,59.5,40.5,4.0,4.0,21.0,10.0,755.0,590.0,574.0,392.0,22.0,16.0,7.0,28.0,5.0,4.0,5.0,0.0,0.0,0.0,12.0,8.0,0.0,0.0
7824,Stoke,Everton,1,1,39.1,60.9,3.0,4.0,11.0,11.0,492.0,647.0,268.0,426.0,18.0,11.0,59.0,46.0,4.0,6.0,1.0,0.0,2.0,1.0,6.0,14.0,0.0,0.0
7822,Man City,Man Utd,1,0,52.5,47.5,3.0,0.0,15.0,5.0,690.0,627.0,449.0,398.0,18.0,37.0,29.0,45.0,8.0,8.0,1.0,0.0,3.0,2.0,11.0,15.0,0.0,0.0
