MatchID,Home_team,Away_team,Score_home,Score_away
5937,Blackburn,Reading,3,3
5938,Bolton,Aston Villa,2,2
5939,Chelsea,Everton,1,1
5940,Liverpool,Charlton,2,2
5941,Man Utd,West Ham,0,1
5942,Middlesbrough,Fulham,3,1
5943,Portsmouth,Arsenal,0,0
5944,Sheffield Utd,Wigan,1,2
5945,Spurs,Man City,2,1
5946,Watford,Newcastle,1,1
5936,Spurs,Blackburn,1,1
5935,Chelsea,Man Utd,0,0
5934,Charlton,Spurs,0,2
5933,Arsenal,Chelsea,1,1
5928,Man City,Man Utd,0,1
5926,Everton,Portsmouth,3,0
5927,Fulham,Liverpool,1,0
5929,Newcastle,Blackburn,0,2
5930,Reading,Watford,0,2
5931,West Ham,Bolton,3,1
5932,Wigan,Middlesbrough,0,1
5925,Aston Villa,Sheffield Utd,3,0
5924,Reading,Newcastle,1,0
5923,Arsenal,Fulham,3,1
5916,Chelsea,Bolton,2,2
5917,Everton,Man Utd,2,4
5915,Blackburn,Charlton,4,1
5918,Man City,Aston Villa,0,2
5919,Middlesbrough,Spurs,2,3
5920,Portsmouth,Liverpool,2,1
5921,Sheffield Utd,Watford,1,0
5922,Wigan,West Ham,0,3
5914,Newcastle,Chelsea,0,0
5913,Aston Villa,Portsmouth,0,0
5905,Bolton,Reading,1,3
5906,Charlton,Sheffield Utd,1,1
5907,Fulham,Blackburn,1,1
5908,Liverpool,Wigan,2,0
5911,Watford,Man City,1,1
5909,Man Utd,Middlesbrough,1,1
5910,Spurs,Arsenal,2,2
5912,West Ham,Everton,1,0
5902,Blackburn,Watford,3,1
5903,Liverpool,Middlesbrough,2,0
5904,West Ham,Chelsea,1,4
5900,Arsenal,Man City,3,1
5901,Man Utd,Sheffield Utd,2,0
5899,Wigan,Spurs,3,3
5898,Everton,Charlton,2,1
5892,Arsenal,Bolton,2,1
5893,Man City,Liverpool,0,0
5894,Middlesbrough,Aston Villa,1,3
5895,Portsmouth,Newcastle,2,1
5896,Reading,Fulham,1,0
5897,Sheffield Utd,West Ham,3,0
5891,Watford,Portsmouth,4,2
5886,Aston Villa,Wigan,1,1
5887,Bolton,Everton,1,1
5889,Fulham,Man City,1,3
