MatchID,Home_team,Away_team,Score_home,Score_away
6697,Arsenal,Stoke,4,1
6698,Aston Villa,Newcastle,1,0
6699,Blackburn,West Brom,0,0
6700,Fulham,Everton,0,2
6701,Hull,Man Utd,0,1
6702,Liverpool,Spurs,3,1
6703,Man City,Bolton,1,0
6704,Sunderland,Chelsea,2,3
6705,West Ham,Middlesbrough,2,1
6706,Wigan,Portsmouth,1,0
6696,Portsmouth,Sunderland,3,1
6695,West Brom,Liverpool,0,2
6694,Chelsea,Blackburn,2,0
6689,Man Utd,Arsenal,0,0
6687,Bolton,Hull,1,1
6688,Everton,West Ham,3,1
6690,Middlesbrough,Aston Villa,1,1
6691,Newcastle,Fulham,0,1
6692,Stoke,Wigan,2,0
6693,Spurs,Man City,2,1
6686,Wigan,Man Utd,1,2
6685,Newcastle,Middlesbrough,3,1
6684,Man Utd,Man City,2,0
6683,Arsenal,Chelsea,1,4
6676,Blackburn,Portsmouth,2,0
6677,Bolton,Sunderland,0,0
6678,Everton,Spurs,0,0
6679,Fulham,Aston Villa,3,1
6680,Hull,Stoke,1,2
6681,West Brom,Wigan,3,1
6682,West Ham,Liverpool,0,3
6675,Aston Villa,Hull,1,0
6673,Liverpool,Newcastle,3,0
6674,Sunderland,Everton,0,2
6666,Chelsea,Fulham,3,1
6667,Man City,Blackburn,3,1
6669,Portsmouth,Arsenal,0,3
6670,Stoke,West Ham,0,1
6671,Spurs,West Brom,1,0
6672,Wigan,Bolton,0,0
6668,Middlesbrough,Man Utd,0,2
6665,Newcastle,Portsmouth,0,0
6663,Arsenal,Middlesbrough,2,0
6664,Blackburn,Wigan,2,0
6656,Bolton,Aston Villa,1,1
6657,Everton,Man City,1,2
6658,Fulham,Stoke,1,0
6659,Hull,Liverpool,1,3
6661,West Brom,Sunderland,3,0
6662,West Ham,Chelsea,0,1
6660,Man Utd,Spurs,5,2
6654,Chelsea,Everton,0,0
6655,Man Utd,Portsmouth,2,0
6653,Liverpool,Arsenal,4,4
6652,Spurs,Newcastle,1,0
6651,Man City,West Brom,4,2
6646,Aston Villa,West Ham,1,1
6647,Middlesbrough,Fulham,0,0
6648,Portsmouth,Bolton,1,0
6649,Stoke,Blackburn,1,0
6650,Sunderland,Hull,1,0
6644,Aston Villa,Everton,3,3
6645,Man City,Fulham,1,3
6637,Liverpool,Blackburn,4,0
6636,Chelsea,Bolton,4,3
6638,Middlesbrough,Hull,3,1
6639,Portsmouth,West Brom,2,2
6641,Sunderland,Man Utd,1,2
6642,Spurs,West Ham,1,0
6643,Wigan,Arsenal,1,4
6640,Stoke,Newcastle,1,1
6634,Everton,Wigan,4,0
6635,Man Utd,Aston Villa,3,2
6626,Arsenal,Man City,2,0
6628,Bolton,Middlesbrough,4,1
6630,Hull,Portsmouth,0,0
6631,Newcastle,Chelsea,0,2
6632,West Brom,Stoke,0,2
6633,West Ham,Sunderland,2,0
6629,Fulham,Liverpool,0,1
6627,Blackburn,Spurs,2,1
6625,Wigan,Hull,1,0
6624,Man City,Sunderland,1,0
6623,Liverpool,Aston Villa,5,0
6619,Portsmouth,Everton,2,1
6616,Blackburn,West Ham,1,1
6617,Fulham,Man Utd,2,0
6620,Stoke,Middlesbrough,1,0
6621,Spurs,Chelsea,1,0
6622,West Brom,Bolton,1,1
6618,Newcastle,Arsenal,1,3
6615,West Ham,West Brom,0,0
6614,Chelsea,Man City,1,0
6613,Aston Villa,Spurs,1,2
6610,Man Utd,Liverpool,1,4
6606,Arsenal,Blackburn,4,0
6607,Bolton,Fulham,1,3
6608,Everton,Stoke,3,1
6609,Hull,Newcastle,1,1
6611,Middlesbrough,Portsmouth,1,1
6612,Sunderland,Wigan,1,2
6605,Fulham,Blackburn,1,2
6604,Sunderland,Spurs,1,1
6599,Man City,Aston Villa,2,0
6600,Newcastle,Man Utd,1,2
6601,Stoke,Bolton,2,0
6603,Wigan,West Ham,0,1
6597,Blackburn,Everton,0,0
6598,Fulham,Hull,0,1
6602,Spurs,Middlesbrough,4,0
6595,Portsmouth,Chelsea,0,1
6596,West Brom,Arsenal,1,3
6594,Liverpool,Sunderland,2,0
6592,Hull,Blackburn,1,2
6593,West Ham,Man City,1,0
6591,Bolton,Newcastle,1,0
6590,Aston Villa,Stoke,2,2
6586,Arsenal,Fulham,0,0
6587,Chelsea,Wigan,2,1
6589,Middlesbrough,Liverpool,2,0
6588,Everton,West Brom,2,0
6585,Hull,Spurs,1,2
6582,Fulham,West Brom,2,0
6583,Liverpool,Man City,1,1
6584,Newcastle,Everton,0,0
6577,Aston Villa,Chelsea,0,1
6576,Arsenal,Sunderland,0,0
6578,Bolton,West Ham,2,1
6580,Middlesbrough,Wigan,0,0
6581,Stoke,Portsmouth,2,2
6579,Man Utd,Blackburn,2,1
6575,Man Utd,Fulham,3,0
6574,Portsmouth,Man City,2,0
6572,Spurs,Arsenal,0,0
