MatchID,Home_team,Away_team,Score_home,Score_away,Possession_home,Possession_away,Shots_on_target_home,Shots_on_target_away,Shots_home,Shots_away,Touches_home,Touches_away,Passes_home,Passes_away,Tackles_home,Tackles_away,Clearances_home,Clearances_away,Corners_home,Corners_away,Offsides_home,Offsides_away,Yellow_cards_home,Yellow_cards_away,Fouls_conceded_home,Fouls_conceded_away,Red_cards_home,Red_cards_away,year,Expenditures_home,Arrivals_home,Income_home,Departures_home,Expenditures_away,Arrivals_away,Income_away,Departures_away
5613,Spurs,Fulham,0,0,65.5,34.5,4,2,20,10,668,417,421,219,29,23,34,50,11,2,2,3,3,2,12,22,0,0,2007,69.54,23,44.06,23,15.73,19,11.99,26
5614,West Ham,Newcastle,0,2,52.4,47.6,3,7,12,17,548,542,373,352,28,37,15,30,5,6,2,4,3,3,11,11,0,0,2007,79.63,22,7.7,23,36.34,8,12.74,14
5612,Man Utd,Arsenal,0,1,49.4,50.6,5,6,15,16,599,607,400,427,33,25,23,34,10,5,4,4,2,2,12,13,0,0,2007,31.01,25,20.52,29,17.1,18,14.85,21
5606,Charlton,Portsmouth,0,1,53.1,46.9,2,5,18,13,644,594,438,379,33,37,47,25,9,4,1,2,0,2,6,12,0,0,2007,24.68,31,2.59,36,10.37,28,1.43,32
5605,Bolton,Middlesbrough,0,0,55.8,44.2,2,5,14,17,543,472,375,307,19,24,15,37,10,4,5,2,0,1,8,16,0,0,2007,19.38,16,4.39,16,12.88,20,5.33,24
5607,Everton,Wigan,2,2,60.2,39.8,6,6,16,11,480,329,320,212,14,16,25,23,4,1,3,1,1,5,14,24,0,0,2007,20.41,11,2.85,16,29.24,23,27.73,25
5608,Sheffield Utd,Reading,1,2,52.5,47.5,7,5,16,12,428,447,266,235,30,30,21,49,8,9,0,5,2,1,13,6,0,0,2007,20.55,35,3.79,38,10.52,25,0.0,19
5609,Watford,Aston Villa,0,0,47.6,52.4,4,4,14,11,462,510,280,330,25,15,25,56,7,1,0,9,1,0,13,11,0,0,2007,11.97,29,15.39,23,28.16,17,2.08,18
5604,Reading,Man City,1,0,40.5,59.5,6,8,16,19,468,627,271,408,25,33,38,27,6,4,1,5,0,4,8,18,0,1,2007,10.52,25,0.0,19,7.41,19,4.79,25
5603,West Ham,Aston Villa,1,1,52.0,48.0,1,6,10,14,596,574,414,387,24,30,30,34,3,5,1,4,2,2,16,11,0,0,2007,79.63,22,7.7,23,28.16,17,2.08,18
5598,Everton,Liverpool,3,0,43.2,56.8,4,4,11,25,485,595,292,379,22,30,58,45,2,11,4,4,1,3,23,14,0,0,2007,20.41,11,2.85,16,52.44,27,23.94,28
5595,Arsenal,Middlesbrough,1,1,69.2,30.8,9,1,22,2,729,416,581,257,20,32,9,44,14,0,0,1,1,5,8,17,0,1,2007,17.1,18,14.85,21,12.88,20,5.33,24
5596,Bolton,Watford,1,0,53.8,46.2,2,4,9,16,502,449,305,262,17,22,30,47,6,6,5,1,3,1,13,17,0,0,2007,19.38,16,4.39,16,11.97,29,15.39,23
5597,Chelsea,Charlton,2,1,53.2,46.8,8,2,23,7,643,523,433,377,27,25,41,24,6,3,3,1,2,1,12,9,0,0,2007,101.43,23,59.96,22,24.68,31,2.59,36
5600,Newcastle,Fulham,1,2,60.2,39.8,4,4,15,10,510,408,359,227,26,22,15,60,5,6,8,3,1,1,18,12,0,0,2007,36.34,8,12.74,14,15.73,19,11.99,26
5601,Portsmouth,Wigan,1,0,49.3,50.7,4,4,8,10,535,498,312,342,30,28,43,16,6,9,4,4,0,1,14,8,0,0,2007,10.37,28,1.43,32,29.24,23,27.73,25
5602,Sheffield Utd,Blackburn,0,0,40.3,59.7,8,1,16,11,358,490,222,325,14,25,29,25,6,6,1,7,2,2,17,15,0,0,2007,20.55,35,3.79,38,18.84,21,19.28,25
5599,Man Utd,Spurs,1,0,53.5,46.5,5,3,11,12,657,565,455,386,29,38,43,23,5,4,4,2,2,2,12,19,0,0,2007,31.01,25,20.52,29,69.54,23,44.06,23
5594,Middlesbrough,Portsmouth,0,4,64.2,35.8,7,7,21,11,645,466,474,255,21,35,18,48,8,6,0,6,2,1,16,12,0,0,2007,12.88,20,5.33,24,10.37,28,1.43,32
5592,Aston Villa,Newcastle,2,0,45.2,54.8,3,2,11,8,553,629,385,479,32,40,29,10,2,3,3,3,2,2,15,14,0,0,2007,28.16,17,2.08,18,36.34,8,12.74,14
5593,Blackburn,Chelsea,0,2,47.8,52.2,2,5,15,16,621,658,380,435,36,40,33,45,7,3,2,3,3,1,10,15,0,0,2007,18.84,21,19.28,25,101.43,23,59.96,22
5585,Charlton,Bolton,2,0,42.9,57.1,5,5,15,12,477,576,289,373,17,18,48,27,4,5,1,3,1,4,12,19,1,1,2007,24.68,31,2.59,36,19.38,16,4.39,16
5586,Fulham,Sheffield Utd,1,0,61.0,39.0,6,1,10,10,517,351,344,202,18,18,42,28,9,5,2,4,3,3,18,18,0,0,2007,15.73,19,11.99,26,20.55,35,3.79,38
5589,Spurs,Everton,0,2,56.3,43.7,2,1,20,7,585,434,386,312,29,25,25,21,8,2,1,0,1,0,10,13,0,1,2007,69.54,23,44.06,23,20.41,11,2.85,16
5590,Watford,Man Utd,1,2,40.5,59.5,3,8,10,20,397,590,247,386,25,21,19,55,4,7,4,8,1,1,20,17,0,0,2007,11.97,29,15.39,23,31.01,25,20.52,29
5588,Man City,Arsenal,1,0,37.8,62.2,4,3,12,23,483,681,304,505,33,30,32,23,2,8,4,3,1,1,18,8,0,0,2007,7.41,19,4.79,25,17.1,18,14.85,21
5587,Liverpool,West Ham,2,1,54.7,45.3,8,3,19,10,637,527,428,361,31,29,38,29,6,1,5,4,1,0,19,7,0,0,2007,52.44,27,23.94,28,79.63,22,7.7,23
5591,Wigan,Reading,1,0,48.1,51.9,3,3,13,6,489,452,293,311,32,14,42,13,4,10,8,2,2,2,13,16,0,0,2007,29.24,23,27.73,25,10.52,25,0.0,19
5579,Aston Villa,Reading,2,1,56.7,43.3,7,2,13,5,581,471,420,303,22,25,33,23,2,7,11,2,2,1,9,8,0,1,2007,28.16,17,2.08,18,10.52,25,0.0,19
5583,Man City,Portsmouth,0,0,53.9,46.1,2,2,12,6,535,511,384,322,20,28,22,51,9,0,5,8,2,1,15,13,0,0,2007,7.41,19,4.79,25,10.37,28,1.43,32
5580,Blackburn,Everton,1,1,47.9,52.1,6,3,11,9,538,556,332,380,24,26,48,29,5,3,3,1,4,3,24,22,0,0,2007,18.84,21,19.28,25,20.41,11,2.85,16
5581,Charlton,Man Utd,0,3,40.7,59.3,0,7,13,22,517,712,336,485,40,34,31,47,4,11,0,0,1,1,15,13,0,0,2007,24.68,31,2.59,36,31.01,25,20.52,29
5582,Fulham,Bolton,1,1,61.1,38.9,3,1,14,8,575,410,394,230,26,21,40,31,1,6,3,2,0,3,13,19,0,0,2007,15.73,19,11.99,26,19.38,16,4.39,16
5584,Middlesbrough,Chelsea,2,1,46.4,53.6,2,4,11,7,470,570,356,416,15,17,10,22,3,3,0,5,2,2,23,9,0,0,2007,12.88,20,5.33,24,101.43,23,59.96,22
5578,Watford,West Ham,1,1,52.5,47.5,3,4,14,10,532,511,349,310,14,19,24,67,5,1,4,2,0,0,12,13,0,0,2007,11.97,29,15.39,23,79.63,22,7.7,23
5577,Spurs,Sheffield Utd,2,0,56.1,43.9,9,2,19,8,728,601,520,396,35,28,34,41,6,4,1,1,0,1,5,10,0,0,2007,69.54,23,44.06,23,20.55,35,3.79,38
5576,Man Utd,Fulham,5,1,65.0,35.0,8,6,18,16,759,484,570,292,29,29,33,32,5,2,2,1,1,1,15,21,0,0,2007,31.01,25,20.52,29,15.73,19,11.99,26
5575,Chelsea,Man City,3,0,58.1,41.9,3,2,14,8,702,543,516,361,18,40,37,41,5,2,3,4,1,2,7,16,0,1,2007,101.43,23,59.96,22,7.41,19,4.79,25
5573,Sheffield Utd,Liverpool,1,1,41.9,58.1,1,4,6,15,451,569,272,366,22,29,64,39,0,12,3,5,1,2,12,17,0,0,2007,20.55,35,3.79,38,52.44,27,23.94,28
5567,Arsenal,Aston Villa,1,1,72.9,27.1,7,3,24,6,807,417,631,232,22,33,14,51,18,1,2,6,1,2,10,19,0,0,2007,17.1,18,14.85,21,28.16,17,2.08,18
5569,Everton,Watford,2,1,47.0,53.0,2,7,8,13,460,493,288,321,17,24,61,32,0,6,5,1,2,2,12,15,0,0,2007,20.41,11,2.85,16,11.97,29,15.39,23
5570,Newcastle,Wigan,2,1,55.3,44.7,5,4,8,13,519,448,352,278,27,33,15,16,4,11,6,3,1,2,18,19,0,0,2007,36.34,8,12.74,14,29.24,23,27.73,25
5571,Portsmouth,Blackburn,3,0,44.3,55.7,11,3,21,8,415,527,279,327,23,19,15,28,6,2,5,0,2,0,22,17,0,1,2007,10.37,28,1.43,32,18.84,21,19.28,25
5572,Reading,Middlesbrough,3,2,52.1,47.9,8,7,14,11,515,441,335,328,23,28,9,18,8,2,0,1,1,3,7,16,0,0,2007,10.52,25,0.0,19,12.88,20,5.33,24
5574,West Ham,Charlton,3,1,62.4,37.6,6,3,20,5,605,436,461,279,20,34,7,44,6,0,0,2,2,1,18,14,0,1,2007,79.63,22,7.7,23,24.68,31,2.59,36
5568,Bolton,Spurs,2,0,37.8,62.2,4,2,13,10,411,591,243,427,28,17,20,43,6,3,3,1,0,0,22,22,0,0,2007,19.38,16,4.39,16,69.54,23,44.06,23
6317,Birmingham,Blackburn,4,1,47.3,52.7,8,7,15,15,515,544,303,333,18,15,32,26,5,2,3,6,3,2,16,16,0,0,2008,33.4,27,9.66,30,7.07,14,4.53,18
6318,Chelsea,Bolton,1,1,72.4,27.6,6,3,25,9,729,388,513,193,13,20,24,48,9,2,3,1,1,3,13,8,0,0,2008,67.26,25,49.76,20,25.48,23,25.04,23
6319,Derby,Reading,0,4,49.4,50.6,3,6,9,13,508,566,330,343,18,15,37,59,2,0,0,2,0,1,18,18,0,0,2008,25.85,27,5.97,31,13.79,34,6.5,35
6320,Everton,Newcastle,3,1,54.1,45.9,10,2,21,4,592,551,420,362,23,17,26,54,6,2,1,2,0,2,11,13,0,0,2008,42.81,18,18.01,19,43.15,16,35.51,16
6321,Middlesbrough,Man City,8,1,51.5,48.5,13,2,20,8,570,528,410,390,12,12,23,21,7,0,5,2,2,1,12,9,0,1,2008,57.68,17,34.46,23,88.86,28,12.04,26
6322,Portsmouth,Fulham,0,1,48.1,51.9,5,4,16,10,577,584,345,359,20,36,43,37,5,6,8,3,0,0,13,12,0,0,2008,66.85,27,26.65,25,56.35,37,22.23,30
6323,Sunderland,Arsenal,0,1,47.4,52.6,3,4,13,12,614,669,441,507,23,16,15,26,3,4,3,2,1,1,16,13,0,0,2008,73.32,31,3.65,22,35.28,15,65.09,22
6324,Spurs,Liverpool,0,2,49.9,50.1,2,11,8,18,619,671,421,444,27,23,19,44,8,4,3,0,1,1,12,9,0,0,2008,107.33,26,25.71,23,103.4,29,51.59,27
6325,West Ham,Aston Villa,2,2,57.7,42.3,6,7,20,19,519,453,340,227,21,17,39,73,7,8,0,2,2,2,11,23,0,0,2008,53.12,17,46.74,19,28.39,14,20.41,20
6326,Wigan,Man Utd,0,2,37.6,62.4,4,6,15,13,492,699,269,457,27,29,36,59,4,11,2,0,3,2,10,6,0,0,2008,20.41,23,20.32,20,117.99,23,53.12,23
6316,Newcastle,Chelsea,0,2,42.2,57.8,3,5,15,19,628,783,404,559,25,28,38,24,1,6,2,0,2,2,13,15,0,0,2008,43.15,16,35.51,16,67.26,25,49.76,20
6314,Arsenal,Everton,1,0,52.6,47.4,2,4,12,11,782,699,541,494,24,28,34,26,8,3,1,2,0,1,10,6,0,0,2008,35.28,15,65.09,22,42.81,18,18.01,19
6315,Liverpool,Man City,1,0,53.1,46.9,8,2,25,5,715,639,440,394,39,32,29,40,12,5,5,1,0,0,10,5,0,0,2008,103.4,29,51.59,27,88.86,28,12.04,26
6311,Man Utd,West Ham,4,1,49.8,50.2,4,4,8,10,614,617,436,442,23,21,32,18,4,2,1,2,1,2,17,18,1,0,2008,117.99,23,53.12,23,53.12,17,46.74,19
6307,Aston Villa,Wigan,0,2,56.6,43.4,4,4,14,10,625,546,399,313,17,31,19,63,8,2,2,0,0,1,6,8,0,0,2008,28.39,14,20.41,20,20.41,23,20.32,20
6308,Blackburn,Derby,3,1,58.7,41.3,10,2,25,6,578,463,336,232,12,28,57,51,9,1,1,2,0,0,13,20,0,0,2008,7.07,14,4.53,18,25.85,27,5.97,31
6310,Fulham,Birmingham,2,0,62.9,37.1,6,0,13,2,678,473,425,244,26,14,54,57,2,8,7,2,2,5,12,15,0,0,2008,56.35,37,22.23,30,33.4,27,9.66,30
6312,Middlesbrough,Portsmouth,2,0,46.7,53.3,4,2,11,15,539,623,324,384,21,27,29,47,7,5,4,1,1,1,17,12,0,0,2008,57.68,17,34.46,23,66.85,27,26.65,25
6313,Reading,Spurs,0,1,45.4,54.6,4,4,17,17,571,682,334,425,18,32,32,71,10,1,1,4,1,0,10,7,0,0,2008,13.79,34,6.5,35,107.33,26,25.71,23
6309,Bolton,Sunderland,2,0,47.1,52.9,1,2,6,6,612,633,363,417,10,22,69,62,3,0,1,1,1,0,11,14,0,0,2008,25.48,23,25.04,23,73.32,31,3.65,22
6306,Derby,Arsenal,2,6,37.4,62.6,4,10,12,22,568,858,338,577,26,23,28,51,5,6,1,5,0,0,8,8,0,0,2008,25.85,27,5.97,31,35.28,15,65.09,22
6305,Portsmouth,Blackburn,0,1,46.8,53.2,2,6,17,14,596,633,323,377,32,32,43,26,8,7,6,5,2,2,21,15,0,0,2008,66.85,27,26.65,25,7.07,14,4.53,18
6304,Everton,Aston Villa,2,2,50.4,49.6,4,3,13,8,542,562,326,322,21,11,31,53,9,6,1,2,3,3,11,20,0,0,2008,42.81,18,18.01,19,28.39,14,20.41,20
6298,Chelsea,Man Utd,2,1,58.1,41.9,8,5,19,9,608,483,386,267,9,27,40,62,8,3,0,6,3,4,15,18,0,0,2008,67.26,25,49.76,20,117.99,23,53.12,23
6297,Birmingham,Liverpool,2,2,32.6,67.4,3,3,7,15,482,769,256,528,27,21,57,39,3,5,3,3,2,1,6,9,0,0,2008,33.4,27,9.66,30,103.4,29,51.59,27
6299,Man City,Fulham,2,3,48.2,51.8,5,10,12,19,619,642,429,462,20,13,36,29,3,4,4,3,0,1,13,8,0,0,2008,88.86,28,12.04,26,56.35,37,22.23,30
6300,Sunderland,Middlesbrough,3,2,60.1,39.9,4,3,12,11,580,442,337,223,16,14,62,82,7,1,3,5,3,2,12,10,0,0,2008,73.32,31,3.65,22,57.68,17,34.46,23
6301,Spurs,Bolton,1,1,70.4,29.6,8,1,28,8,772,424,531,226,11,14,45,55,12,3,2,1,1,3,8,10,0,0,2008,107.33,26,25.71,23,25.48,23,25.04,23
6302,West Ham,Newcastle,2,2,52.3,47.7,8,2,21,3,632,570,399,372,24,20,52,53,6,1,1,1,2,3,12,12,0,0,2008,53.12,17,46.74,19,43.15,16,35.51,16
6303,Wigan,Reading,0,0,42.7,57.3,5,1,13,9,454,515,232,302,27,17,41,35,6,5,10,1,2,4,19,14,0,0,2008,20.41,23,20.32,20,13.79,34,6.5,35
6294,Aston Villa,Birmingham,5,1,50.7,49.3,9,1,20,12,475,479,253,240,29,24,43,44,7,8,1,0,0,1,11,20,0,0,2008,28.39,14,20.41,20,33.4,27,9.66,30
6296,Newcastle,Sunderland,2,0,49.4,50.6,4,5,12,16,705,694,440,445,26,29,65,29,4,4,2,0,0,5,8,18,0,0,2008,43.15,16,35.51,16,73.32,31,3.65,22
6295,Man City,Portsmouth,3,1,58.8,41.2,6,5,19,14,764,597,542,375,22,14,38,36,6,3,5,2,1,1,7,6,0,1,2008,88.86,28,12.04,26,66.85,27,26.65,25
6288,Arsenal,Reading,2,0,71.3,28.7,10,2,25,5,836,455,588,230,22,32,36,36,11,4,5,4,0,3,8,16,0,0,2008,35.28,15,65.09,22,13.79,34,6.5,35
6290,Fulham,Liverpool,0,2,49.1,50.9,5,4,12,14,681,746,447,478,20,33,41,68,3,3,4,1,1,0,9,10,0,0,2008,56.35,37,22.23,30,103.4,29,51.59,27
6291,Middlesbrough,Bolton,0,1,59.0,41.0,6,9,20,15,644,483,357,249,16,21,59,49,7,4,6,3,0,2,10,17,0,0,2008,57.68,17,34.46,23,25.48,23,25.04,23
6292,West Ham,Derby,2,1,51.7,48.3,6,5,15,13,631,558,380,342,27,15,55,35,5,11,6,3,2,1,13,13,0,0,2008,53.12,17,46.74,19,25.85,27,5.97,31
6293,Wigan,Spurs,1,1,39.4,60.6,5,6,16,14,517,657,265,420,30,21,56,33,2,6,2,1,2,1,8,10,0,0,2008,20.41,23,20.32,20,107.33,26,25.71,23
6289,Blackburn,Man Utd,1,1,35.0,65.0,2,9,6,20,499,712,239,448,24,32,55,59,3,8,2,3,1,1,16,13,0,0,2008,7.07,14,4.53,18,117.99,23,53.12,23
6287,Everton,Chelsea,0,1,45.9,54.1,2,2,11,7,620,685,371,423,29,31,52,41,4,6,1,2,0,2,9,9,0,0,2008,42.81,18,18.01,19,67.26,25,49.76,20
6286,Chelsea,Wigan,1,1,60.4,39.6,6,3,21,9,741,537,472,309,26,21,44,47,9,3,4,5,0,2,11,18,0,0,2008,67.26,25,49.76,20,20.41,23,20.32,20
6284,Liverpool,Blackburn,3,1,54.4,45.6,6,3,18,8,689,572,424,351,31,31,49,33,5,1,1,2,1,0,12,10,0,0,2008,103.4,29,51.59,27,7.07,14,4.53,18
6285,Man Utd,Arsenal,2,1,52.4,47.6,7,7,17,20,672,653,424,376,34,40,36,41,6,5,2,2,2,6,12,10,0,0,2008,117.99,23,53.12,23,35.28,15,65.09,22
6277,Birmingham,Everton,1,1,43.3,56.7,6,4,16,16,513,626,261,359,21,20,63,74,10,1,1,0,1,1,11,10,0,0,2008,33.4,27,9.66,30,42.81,18,18.01,19
6278,Bolton,West Ham,1,0,45.6,54.4,7,5,13,14,508,573,268,337,22,25,53,67,12,5,5,1,1,1,15,15,0,0,2008,25.48,23,25.04,23,53.12,17,46.74,19
6279,Derby,Aston Villa,0,6,45.4,54.6,3,11,11,16,513,603,293,368,24,21,40,49,3,2,1,8,0,0,15,16,0,0,2008,25.85,27,5.97,31,28.39,14,20.41,20
6281,Reading,Fulham,0,2,48.1,51.9,0,4,4,19,552,625,326,366,19,16,30,78,4,7,1,1,0,1,11,5,0,0,2008,13.79,34,6.5,35,56.35,37,22.23,30
6282,Sunderland,Man City,1,2,41.2,58.8,3,4,12,10,516,678,300,450,23,35,27,52,6,2,3,3,3,2,13,12,0,0,2008,73.32,31,3.65,22,88.86,28,12.04,26
6283,Spurs,Middlesbrough,1,1,48.2,51.8,4,3,13,17,650,606,341,351,34,30,88,44,2,7,0,1,0,3,7,20,0,0,2008,107.33,26,25.71,23,57.68,17,34.46,23
6280,Portsmouth,Newcastle,0,0,48.7,51.3,2,6,20,14,557,584,309,316,20,34,30,49,2,11,1,2,1,1,13,10,0,0,2008,66.85,27,26.65,25,43.15,16,35.51,16
6276,West Ham,Portsmouth,0,1,53.2,46.8,2,4,8,21,651,632,431,396,14,23,40,71,7,4,1,2,0,0,18,11,0,0,2008,53.12,17,46.74,19,66.85,27,26.65,25
6275,Middlesbrough,Man Utd,2,2,35.2,64.8,7,3,14,16,521,744,260,504,21,32,67,31,4,10,4,1,3,1,21,11,0,0,2008,57.68,17,34.46,23,117.99,23,53.12,23
6274,Everton,Derby,1,0,51.9,48.1,5,3,12,10,573,570,314,302,19,24,55,67,10,8,1,3,1,3,17,19,0,0,2008,42.81,18,18.01,19,25.85,27,5.97,31
6267,Arsenal,Liverpool,1,1,56.4,43.6,3,2,10,14,770,622,511,397,27,36,51,43,5,3,0,1,1,2,10,10,0,0,2008,35.28,15,65.09,22,103.4,29,51.59,27
6268,Aston Villa,Bolton,4,0,52.0,48.0,6,1,13,8,630,602,369,355,25,36,48,75,5,4,3,0,2,1,15,12,0,0,2008,28.39,14,20.41,20,25.48,23,25.04,23
6269,Blackburn,Spurs,1,1,46.5,53.5,7,7,13,10,593,659,381,435,22,19,57,54,1,1,3,5,3,1,20,4,0,0,2008,7.07,14,4.53,18,107.33,26,25.71,23
6270,Fulham,Sunderland,1,3,56.5,43.5,3,5,18,11,590,514,384,289,14,21,41,72,8,5,0,2,2,0,12,8,0,0,2008,56.35,37,22.23,30,73.32,31,3.65,22
6271,Man City,Chelsea,0,2,43.9,56.1,4,3,14,11,595,706,384,493,17,23,33,34,7,4,1,9,1,0,6,12,0,0,2008,88.86,28,12.04,26,67.26,25,49.76,20
6272,Newcastle,Reading,3,0,62.6,37.4,5,1,17,8,750,508,496,290,22,24,45,52,9,6,7,0,0,1,11,13,0,0,2008,43.15,16,35.51,16,13.79,34,6.5,35
6273,Wigan,Birmingham,2,0,56.8,43.2,9,1,23,7,565,493,354,264,30,16,26,66,2,2,3,1,1,2,16,22,0,1,2008,20.41,23,20.32,20,33.4,27,9.66,30
6264,Chelsea,Middlesbrough,1,0,57.5,42.5,5,1,20,12,704,579,452,324,21,32,53,47,8,3,3,3,1,1,13,9,0,0,2008,67.26,25,49.76,20,57.68,17,34.46,23
6266,Spurs,Newcastle,1,4,48.5,51.5,4,8,17,18,642,664,406,442,25,24,57,43,6,7,0,4,1,1,12,8,0,0,2008,107.33,26,25.71,23,43.15,16,35.51,16
6265,Liverpool,Everton,1,0,49.4,50.6,3,1,15,3,622,589,344,348,48,19,71,43,11,4,4,2,1,4,13,16,0,0,2008,103.4,29,51.59,27,42.81,18,18.01,19
6257,Birmingham,Man City,3,1,33.7,66.3,7,4,11,9,459,681,245,500,18,25,47,44,5,2,3,7,0,2,13,11,1,0,2008,33.4,27,9.66,30,88.86,28,12.04,26
6258,Bolton,Arsenal,2,3,37.3,62.7,5,5,14,20,505,749,284,500,32,23,41,40,8,6,2,5,2,2,12,11,0,1,2008,25.48,23,25.04,23,35.28,15,65.09,22
6259,Derby,Fulham,2,2,55.1,44.9,8,6,21,13,570,532,349,283,21,9,38,75,4,5,2,6,3,4,18,16,0,0,2008,25.85,27,5.97,31,56.35,37,22.23,30
6261,Portsmouth,Wigan,2,0,51.8,48.2,5,8,14,22,626,563,358,336,21,25,55,34,5,4,3,4,1,2,10,14,0,0,2008,66.85,27,26.65,25,20.41,23,20.32,20
6262,Reading,Blackburn,0,0,42.8,57.2,1,5,11,13,515,613,271,377,21,16,55,48,5,7,1,0,2,5,10,16,1,0,2008,13.79,34,6.5,35,7.07,14,4.53,18
6263,Sunderland,West Ham,2,1,52.3,47.7,7,2,22,10,562,560,333,324,21,20,30,64,13,4,1,5,2,1,10,12,0,0,2008,73.32,31,3.65,22,53.12,17,46.74,19
6260,Man Utd,Aston Villa,4,0,55.0,45.0,5,2,15,14,721,605,499,399,28,23,28,18,5,7,3,1,1,1,8,7,0,0,2008,117.99,23,53.12,23,28.39,14,20.41,20
6256,Man Utd,Liverpool,3,0,64.7,35.3,10,1,24,8,834,533,605,314,21,43,31,28,2,4,4,0,1,2,11,12,0,1,2008,117.99,23,53.12,23,103.4,29,51.59,27
6255,Chelsea,Arsenal,2,1,52.5,47.5,7,6,13,12,703,659,459,417,26,23,34,54,4,2,5,1,3,1,11,14,0,0,2008,67.26,25,49.76,20,35.28,15,65.09,22
6254,Spurs,Portsmouth,2,0,54.2,45.8,7,3,19,7,737,659,512,436,28,16,48,62,7,2,3,2,0,1,9,13,0,0,2008,107.33,26,25.71,23,66.85,27,26.65,25
6247,Aston Villa,Sunderland,0,1,59.1,40.9,3,1,10,14,602,484,372,261,14,22,33,47,4,4,3,2,0,2,10,12,0,0,2008,28.39,14,20.41,20,73.32,31,3.65,22
6248,Blackburn,Wigan,3,1,56.6,43.4,7,7,13,17,521,446,353,255,15,13,32,46,1,9,2,4,1,2,21,15,1,1,2008,7.07,14,4.53,18,20.41,23,20.32,20
6249,Bolton,Man City,0,0,49.7,50.3,4,3,23,8,598,565,320,327,28,18,70,72,12,12,6,1,1,0,8,17,0,0,2008,25.48,23,25.04,23,88.86,28,12.04,26
6251,Middlesbrough,Derby,1,0,46.0,54.0,5,1,12,8,527,611,322,405,26,23,32,44,9,2,6,2,2,1,9,11,0,0,2008,57.68,17,34.46,23,25.85,27,5.97,31
6252,Newcastle,Fulham,2,0,50.7,49.3,7,2,18,9,701,683,484,471,21,33,45,40,5,4,3,1,0,1,8,6,0,0,2008,43.15,16,35.51,16,56.35,37,22.23,30
6253,Reading,Birmingham,2,1,47.8,52.2,8,3,15,13,499,549,271,312,28,16,36,58,8,7,2,3,0,1,16,15,0,0,2008,13.79,34,6.5,35,33.4,27,9.66,30
6250,Everton,West Ham,1,1,48.8,51.2,5,4,17,13,657,659,395,422,19,27,63,52,4,4,3,4,0,0,11,12,0,0,2008,42.81,18,18.01,19,53.12,17,46.74,19
6245,Man Utd,Bolton,2,0,52.8,47.2,9,7,23,16,686,625,449,395,21,24,37,43,6,3,0,2,0,2,14,18,0,0,2008,117.99,23,53.12,23,25.48,23,25.04,23
6246,Spurs,Chelsea,4,4,50.3,49.7,7,7,12,10,545,597,354,369,23,18,26,63,10,2,4,5,2,2,12,19,0,0,2008,107.33,26,25.71,23,67.26,25,49.76,20
6244,Birmingham,Newcastle,1,1,39.5,60.5,4,5,14,20,552,728,303,464,35,23,53,52,3,8,1,0,2,2,9,13,0,0,2008,33.4,27,9.66,30,43.15,16,35.51,16
6241,Fulham,Everton,1,0,48.1,51.9,1,3,11,8,665,699,433,473,24,17,34,30,3,3,2,1,1,0,14,8,0,0,2008,56.35,37,22.23,30,42.81,18,18.01,19
6243,Wigan,Bolton,1,0,49.5,50.5,3,6,13,14,486,527,299,309,15,17,31,50,8,4,2,4,2,3,16,18,1,0,2008,20.41,23,20.32,20,25.48,23,25.04,23
6242,Man City,Spurs,2,1,47.3,52.7,6,4,14,11,667,742,428,480,28,32,42,57,5,5,4,8,0,0,13,5,0,0,2008,88.86,28,12.04,26,107.33,26,25.71,23
6236,Derby,Man Utd,0,1,38.8,61.2,4,7,12,19,463,618,238,388,15,21,64,46,5,11,1,3,4,1,15,8,0,0,2008,25.85,27,5.97,31,117.99,23,53.12,23
6237,Liverpool,Reading,2,1,60.6,39.4,7,1,24,7,665,489,408,259,26,22,54,42,7,2,1,1,0,5,7,23,0,0,2008,103.4,29,51.59,27,13.79,34,6.5,35
6238,Portsmouth,Aston Villa,2,0,49.5,50.5,3,5,13,15,507,490,271,264,23,26,53,35,3,6,0,3,2,0,20,15,1,1,2008,66.85,27,26.65,25,28.39,14,20.41,20
6239,Sunderland,Chelsea,0,1,43.7,56.3,4,3,14,15,536,672,323,429,27,14,50,50,7,7,4,5,2,1,9,10,0,0,2008,73.32,31,3.65,22,67.26,25,49.76,20
6240,West Ham,Blackburn,2,1,51.0,49.0,4,4,15,10,571,521,317,288,23,19,62,42,7,10,2,1,1,3,10,17,0,0,2008,53.12,17,46.74,19,7.07,14,4.53,18
6235,Arsenal,Middlesbrough,1,1,74.3,25.7,7,1,20,4,929,460,652,218,13,36,38,68,11,1,3,1,1,2,8,9,0,1,2008,35.28,15,65.09,22,57.68,17,34.46,23
6232,Aston Villa,Middlesbrough,1,1,54.7,45.3,2,2,12,12,586,525,356,303,19,26,47,54,4,4,2,2,0,6,15,23,0,0,2008,28.39,14,20.41,20,57.68,17,34.46,23
6234,Portsmouth,Birmingham,4,2,56.1,43.9,9,5,14,10,697,606,437,331,33,33,49,67,4,3,3,1,0,2,9,12,0,0,2008,66.85,27,26.65,25,33.4,27,9.66,30
6233,Chelsea,Derby,6,1,71.5,28.5,10,2,24,4,844,436,640,248,16,20,20,47,7,0,7,3,0,1,9,17,0,0,2008,67.26,25,49.76,20,25.85,27,5.97,31
