MatchID,Home_team,Away_team,Score_home,Score_away
7837,Chelsea,Blackburn,2,1
7838,Everton,Newcastle,3,1
7839,Man City,QPR,3,2
7840,Norwich,Aston Villa,2,0
7841,Stoke,Bolton,2,2
7842,Sunderland,Man Utd,0,1
7843,Swansea,Liverpool,1,0
7844,Spurs,Fulham,2,0
7845,West Brom,Arsenal,2,3
7846,Wigan,Wolves,3,2
7836,Liverpool,Chelsea,4,1
7835,Blackburn,Wigan,0,1
7832,Newcastle,Man City,0,2
7828,Aston Villa,Spurs,1,1
7829,Bolton,West Brom,2,2
7830,Fulham,Sunderland,2,1
7833,QPR,Stoke,1,0
7834,Wolves,Everton,0,0
7831,Man Utd,Swansea,2,0
7827,Arsenal,Norwich,3,3
7826,Chelsea,Newcastle,0,2
7825,Bolton,Spurs,1,4
7823,Liverpool,Fulham,0,1
7824,Stoke,Everton,1,1
7822,Man City,Man Utd,1,0
7820,Chelsea,QPR,6,1
7821,Spurs,Blackburn,2,0
7813,Everton,Fulham,4,0
7815,Stoke,Arsenal,1,1
7816,Sunderland,Bolton,2,2
7817,Swansea,Wolves,4,4
7818,West Brom,Aston Villa,0,0
7819,Wigan,Newcastle,4,0
7814,Norwich,Liverpool,0,3
7812,Aston Villa,Bolton,1,2
7810,Man Utd,Everton,4,4
7809,Liverpool,West Brom,0,1
7811,Wolves,Man City,0,2
7803,Aston Villa,Sunderland,0,0
7808,QPR,Spurs,1,0
7802,Arsenal,Chelsea,0,0
7804,Blackburn,Norwich,2,0
7805,Bolton,Swansea,1,1
7806,Fulham,Wigan,2,1
7807,Newcastle,Stoke,3,0
7801,Arsenal,Wigan,1,2
7800,Man Utd,Aston Villa,4,0
7796,Norwich,Man City,1,6
7797,Sunderland,Wolves,0,0
7798,Swansea,Blackburn,3,0
7799,West Brom,QPR,1,0
7792,Man City,West Brom,4,0
7794,Wigan,Man Utd,1,0
7795,Wolves,Arsenal,0,3
7793,QPR,Swansea,3,0
7791,Blackburn,Liverpool,2,3
7787,Everton,Sunderland,4,0
7789,Newcastle,Bolton,2,0
7790,Spurs,Norwich,1,2
7786,Aston Villa,Stoke,1,1
7788,Fulham,Chelsea,1,1
7785,Man Utd,QPR,2,0
7784,Arsenal,Man City,1,0
7782,Sunderland,Spurs,0,0
7777,Bolton,Fulham,0,3
7778,Chelsea,Wigan,2,1
7779,Liverpool,Aston Villa,1,1
7780,Norwich,Everton,2,2
7783,West Brom,Blackburn,3,0
7781,Stoke,Wolves,2,1
7776,Swansea,Newcastle,0,2
7775,Blackburn,Man Utd,0,2
7773,Newcastle,Liverpool,2,0
7774,Spurs,Swansea,3,1
7766,Aston Villa,Chelsea,2,4
7767,Everton,West Brom,2,0
7768,Fulham,Norwich,2,1
7769,Man City,Sunderland,3,3
7770,QPR,Arsenal,2,1
7771,Wigan,Stoke,2,0
7772,Wolves,Bolton,2,3
7765,Man Utd,Fulham,1,0
7764,West Brom,Newcastle,1,3
7758,Chelsea,Spurs,0,0
7756,Arsenal,Aston Villa,3,0
7757,Bolton,Blackburn,2,1
7759,Liverpool,Wigan,1,2
7760,Norwich,Wolves,2,1
7762,Sunderland,QPR,3,1
7763,Swansea,Everton,0,2
7761,Stoke,Man City,1,1
7753,Man City,Chelsea,2,1
7755,Spurs,Stoke,1,1
7752,Everton,Arsenal,0,1
7754,QPR,Liverpool,3,2
7751,Blackburn,Sunderland,2,0
7750,Wolves,Man Utd,0,5
7749,Newcastle,Norwich,1,0
7747,Fulham,Swansea,0,3
7748,Wigan,West Brom,1,1
7746,Liverpool,Everton,3,0
7745,Arsenal,Newcastle,2,1
7742,Man Utd,West Brom,2,0
7744,Swansea,Man City,1,0
7743,Norwich,Wigan,1,1
7737,Bolton,QPR,2,1
7736,Aston Villa,Fulham,1,0
7738,Chelsea,Stoke,1,0
7740,Sunderland,Liverpool,1,0
7741,Wolves,Blackburn,0,2
7739,Everton,Spurs,1,0
7734,Newcastle,Sunderland,1,1
7733,Fulham,Wolves,5,0
7735,Spurs,Man Utd,1,3
7726,Blackburn,Aston Villa,1,1
7728,Man City,Bolton,2,0
7729,QPR,Everton,1,1
7730,Stoke,Norwich,1,0
7731,West Brom,Chelsea,1,0
7732,Wigan,Swansea,0,2
7727,Liverpool,Arsenal,1,2
7723,Arsenal,Spurs,5,2
7724,Norwich,Man Utd,1,2
7725,Stoke,Swansea,2,0
7717,Chelsea,Bolton,3,0
7719,Newcastle,Wolves,2,2
7720,QPR,Fulham,0,1
7721,West Brom,Sunderland,4,0
7722,Wigan,Aston Villa,0,0
7718,Man City,Blackburn,3,0
7716,Wolves,West Brom,1,5
7715,Aston Villa,Man City,0,1
7711,Man Utd,Liverpool,2,1
7707,Blackburn,QPR,3,2
7708,Bolton,Wigan,1,2
7709,Everton,Chelsea,2,0
7710,Fulham,Stoke,2,1
7712,Sunderland,Arsenal,1,2
7713,Swansea,Norwich,2,3
7714,Spurs,Newcastle,5,0
7706,Liverpool,Spurs,0,0
7705,Newcastle,Aston Villa,2,1
7704,Chelsea,Man Utd,3,3
7697,Arsenal,Blackburn,7,1
7699,Norwich,Bolton,2,0
7700,QPR,Wolves,1,2
7701,Stoke,Sunderland,0,1
7702,West Brom,Swansea,1,2
7703,Wigan,Everton,1,1
7698,Man City,Fulham,3,0
7692,Aston Villa,QPR,2,2
7693,Blackburn,Newcastle,0,2
7694,Bolton,Arsenal,0,0
7695,Fulham,West Brom,1,1
7696,Sunderland,Norwich,3,0
7689,Swansea,Chelsea,1,1
7690,Spurs,Wigan,3,1
7691,Wolves,Liverpool,0,3
7687,Everton,Man City,1,0
