MatchID,Possession_home,Possession_away,Shots_on_target_home,Shots_on_target_away,Shots_home,Shots_away,Touches_home,Touches_away,Passes_home,Passes_away,Tackles_home,Tackles_away,Clearances_home,Clearances_away,Corners_home,Corners_away,Offsides_home,Offsides_away,Yellow_cards_home,Yellow_cards_away,Fouls_conceded_home,Fouls_conceded_away,Red_cards_home,Red_cards_away
22712,51.4,48.6,4,5,10,16,582,596,416,401,16,10,17,33,7,8,3,1,,,14,9,,
22713,59.2,40.8,5,1,11,7,792,584,560,379,28,34,18,14,4,2,1,1,2,3,10,11,,
22714,45,55,3,4,19,9,603,715,399,519,18,11,19,36,7,4,0,2,1,0,11,7,,
22715,72.3,27.7,11,1,22,2,898,432,737,275,10,17,7,30,7,3,1,1,,,3,6,,
22716,51.4,48.6,1,3,7,7,659,619,460,429,25,20,23,24,6,5,5,1,4,0,6,11,,
22717,41.9,58.1,6,2,16,6,585,764,406,569,19,18,10,37,4,2,0,2,0,1,11,10,,
22718,30.3,69.7,3,2,8,13,441,782,259,583,24,13,30,21,1,12,4,2,3,2,8,10,,
22719,57.6,42.4,11,5,27,8,744,612,544,414,16,21,4,43,6,0,1,5,1,2,12,9,,
22720,64,36,6,9,14,17,672,453,480,265,20,23,17,19,4,4,2,4,1,2,9,13,,
22721,56.6,43.4,4,7,15,14,652,528,479,365,11,10,20,21,6,6,4,1,0,1,10,13,,
22651,44.2,55.8,2,6,9,16,643,780,476,601,15,16,17,14,1,6,1,2,1,1,12,12,,
22685,77.9,22.1,5,2,22,3,1053,456,831,243,13,24,7,64,9,0,2,0,0,1,7,10,,
22645,40.4,59.6,10,7,19,14,525,661,310,477,16,18,20,22,6,6,6,1,2,2,7,12,0,1
22647,73.8,26.2,7,3,19,6,1011,454,854,301,14,14,8,25,4,3,1,2,0,1,5,7,,
22650,62.9,37.1,7,3,11,14,749,496,551,319,12,21,33,22,6,4,4,1,2,3,10,8,,
22649,53.3,46.7,3,8,11,13,621,565,416,372,11,14,17,56,7,6,2,0,2,1,7,15,,
22708,79.2,20.8,2,3,15,5,916,382,720,193,14,18,9,55,10,1,1,1,0,3,9,4,,
22702,63.6,36.4,8,2,16,6,829,527,662,372,12,11,20,23,4,5,,,0,1,6,7,,
22705,31.6,68.4,4,5,12,10,540,946,354,763,15,12,37,10,3,1,2,0,3,2,12,9,,
22709,41.1,58.9,2,2,7,13,452,613,283,411,18,7,29,26,1,7,2,2,5,2,18,12,,
22703,45.2,54.8,5,3,13,12,575,624,365,446,5,23,45,23,11,6,4,1,1,4,10,10,,
22707,54,46,2,3,13,13,620,591,417,363,23,20,26,36,8,3,2,2,1,2,8,9,,
22710,39.2,60.8,8,1,11,9,560,761,384,577,14,8,41,16,2,5,5,3,2,1,9,11,,
22711,26.2,73.8,1,5,9,18,410,813,210,615,16,13,45,25,5,9,2,0,4,1,13,12,,
22706,54.4,45.6,3,5,9,11,602,545,415,358,11,17,19,29,3,4,2,4,2,4,14,12,0,1
22704,31.7,68.3,4,3,11,16,475,862,313,675,19,8,22,19,5,6,1,2,2,0,5,3,,
22700,61.5,38.5,3,5,13,13,764,549,557,354,19,19,22,22,4,0,3,3,1,0,11,10,,
22701,24.6,75.4,1,8,4,19,454,1047,280,876,23,15,20,14,0,7,4,1,0,1,5,11,,
22696,59.2,40.8,3,3,16,8,811,639,609,438,16,28,7,32,9,0,2,1,0,1,12,7,,
22695,71.9,28.1,2,1,20,5,835,451,632,252,6,22,11,43,9,2,2,2,1,2,7,14,,
22692,44.5,55.5,4,2,10,10,516,614,339,432,9,11,25,28,3,4,4,3,0,2,5,17,,
22693,50.5,49.5,9,1,15,6,600,577,415,393,12,21,22,19,8,2,1,0,1,1,11,9,0,1
22694,53.7,46.3,2,5,9,7,719,638,499,431,15,23,15,41,4,3,1,3,1,0,9,8,,
22697,63.5,36.5,2,2,17,9,798,556,580,342,23,18,15,32,5,1,0,2,1,3,8,13,,
22698,40.3,59.7,6,7,14,14,539,696,350,504,21,11,31,19,5,8,1,2,5,1,12,11,,
22699,51.1,48.9,3,3,10,11,751,756,584,571,20,12,10,27,1,2,1,3,1,1,13,9,,
22686,56.5,43.5,1,2,9,9,714,570,478,362,13,19,42,30,4,6,4,1,2,1,10,11,,
22682,67.7,32.3,8,4,20,11,809,453,629,297,4,10,15,22,8,6,1,1,3,2,11,9,,
22689,42.8,57.2,3,7,8,16,521,645,326,428,18,9,41,33,3,8,2,0,2,1,15,5,,
22688,82.9,17.1,12,1,19,4,1160,355,1015,203,14,11,8,26,5,1,4,1,0,1,6,8,,
22691,38.4,61.6,6,3,13,9,527,763,344,585,14,12,19,33,7,4,1,2,0,1,12,5,,
22690,51.8,48.2,4,1,14,6,558,569,357,341,25,16,22,44,4,3,0,1,3,5,17,13,,
22643,39.2,60.8,2,5,5,16,551,798,389,609,13,8,25,28,3,2,3,1,1,0,9,11,,
22687,54.4,45.6,3,2,11,6,678,610,452,384,17,17,29,33,11,3,3,2,,,10,10,,
22683,44.4,55.6,2,4,13,13,630,746,428,556,10,19,26,25,8,5,1,3,3,1,9,8,,
22684,35.9,64.1,5,6,8,16,550,831,357,634,22,10,29,14,3,4,,,1,0,6,5,,
22681,62.5,37.5,6,7,18,11,692,497,466,287,9,13,23,61,10,1,5,3,2,3,15,21,,
22677,28.2,71.8,4,3,8,15,465,900,274,695,22,25,29,13,2,5,1,2,1,0,11,9,,
22676,70.3,29.7,4,4,14,10,932,490,742,312,15,9,11,38,4,4,4,1,1,1,8,13,,
22678,42,58,7,5,10,17,570,724,377,518,14,11,29,16,4,7,1,2,5,3,13,14,,
22672,38.7,61.3,3,6,8,15,474,635,292,449,14,11,31,18,4,8,0,1,2,1,9,10,,
22673,50.2,49.8,8,3,15,12,570,542,367,347,12,14,35,27,5,6,3,1,3,2,12,16,,
22674,48.7,51.3,1,2,9,4,563,585,365,405,18,20,22,36,9,6,2,1,2,2,9,8,,
22679,50.6,49.4,7,3,17,12,656,653,447,437,25,17,22,41,6,3,1,0,1,1,10,11,,
22675,61.8,38.2,7,1,20,6,817,570,619,375,26,15,25,34,7,5,4,4,1,1,9,9,,
22680,48,52,3,6,8,17,664,717,464,511,22,14,15,31,5,7,5,1,3,4,11,12,,
22662,64.6,35.4,7,8,13,15,883,559,699,370,11,12,33,24,8,6,1,2,2,1,11,7,1,1
22665,59.5,40.5,6,2,23,5,816,576,594,409,14,17,18,19,10,6,2,2,0,1,7,11,,
22666,38.1,61.9,1,3,6,10,547,767,359,588,16,12,31,19,3,2,4,1,,,12,7,,
22663,52.7,47.3,5,6,21,13,664,643,472,445,7,15,12,35,11,3,3,1,2,2,8,9,,
22664,40.8,59.2,4,5,13,15,553,721,360,525,17,19,30,20,5,3,3,3,1,0,13,7,1,0
22667,66.3,33.7,1,4,8,8,719,447,518,272,9,13,14,27,7,5,3,3,1,3,7,14,,
22669,33.3,66.7,4,4,10,15,456,757,263,550,24,15,29,28,6,3,2,3,4,3,19,8,,
22670,60.5,39.5,5,4,14,7,633,491,435,292,9,13,23,49,11,1,3,2,2,2,18,12,,
22671,51.7,48.3,3,1,15,7,673,622,479,452,13,13,20,25,5,1,6,1,3,2,15,5,,
22668,64.8,35.2,6,4,20,5,764,505,596,318,11,11,14,14,8,4,0,2,6,3,17,9,,
22652,69.6,30.4,11,2,24,8,828,450,647,273,16,11,10,20,6,5,3,3,1,2,9,13,,
22654,48.7,51.3,4,6,14,12,700,756,494,528,27,20,15,28,5,5,4,3,0,1,4,11,,
22655,32.2,67.8,3,6,6,16,516,871,312,660,25,16,25,21,4,6,1,1,2,2,6,8,,
22653,46.4,53.6,3,4,15,6,574,620,374,448,11,14,21,29,6,1,6,1,2,4,11,13,0,1
22657,66.5,33.5,5,2,11,3,913,527,746,366,17,17,13,25,3,3,5,1,,,5,13,,
22658,63,37,3,0,18,4,793,546,582,339,16,24,27,34,3,3,3,1,1,4,9,10,,
